timestamp_utc,topology_label,provider_local,region_local,provider_peer,region_peer,peer_host,iperf_port,iperf_seconds,bw_out_mbits_per_sec,bw_in_mbits_per_sec,iperf_ok,bw_notes,iperf_stdout_stderr
2026-04-14T08:49:13Z,cross_provider_cross_region,gcp,asia-east1,aws,us-west2,16.146.98.16,5201,10,92.900000,89.300000,1,,"Connecting to host 16.146.98.16, port 5201
[  5] local 10.140.0.5 port 58458 connected to 16.146.98.16 port 5201
[  7] local 10.140.0.5 port 58460 connected to 16.146.98.16 port 5201
[ ID][Role] Interval           Transfer     Bitrate         Retr  Cwnd
[  5][TX-C]   0.00-1.00   sec  1.91 MBytes  16.0 Mbits/sec    0    507 KBytes       
[  7][RX-C]   0.00-1.00   sec  3.42 MBytes  28.7 Mbits/sec                  
[  5][TX-C]   1.00-2.00   sec  11.5 MBytes  96.2 Mbits/sec    0   6.34 MBytes       
[  7][RX-C]   1.00-2.00   sec  19.5 MBytes   164 Mbits/sec                  
[  5][TX-C]   2.00-3.00   sec  26.2 MBytes   220 Mbits/sec    0   7.51 MBytes       
[  7][RX-C]   2.00-3.00   sec  15.9 MBytes   133 Mbits/sec                  
[  5][TX-C]   3.00-4.00   sec  27.5 MBytes   231 Mbits/sec    0   7.51 MBytes       
[  7][RX-C]   3.00-4.00   sec  10.1 MBytes  84.5 Mbits/sec                  
[  5][TX-C]   4.00-5.00   sec  27.5 MBytes   231 Mbits/sec    0   7.51 MBytes       
[  7][RX-C]   4.00-5.00   sec  8.89 MBytes  74.6 Mbits/sec                  
[  5][TX-C]   5.00-6.00   sec  27.5 MBytes   231 Mbits/sec    0   7.51 MBytes       
[  7][RX-C]   5.00-6.00   sec  9.74 MBytes  81.7 Mbits/sec                  
[  5][TX-C]   6.00-7.00   sec  26.2 MBytes   220 Mbits/sec    0   7.51 MBytes       
[  7][RX-C]   6.00-7.00   sec  10.1 MBytes  84.9 Mbits/sec                  
[  5][TX-C]   7.00-8.00   sec  26.2 MBytes   220 Mbits/sec    0   7.51 MBytes       
[  7][RX-C]   7.00-8.00   sec  10.4 MBytes  87.1 Mbits/sec                  
[  5][TX-C]   8.00-9.00   sec  26.2 MBytes   220 Mbits/sec    0   7.51 MBytes       
[  7][RX-C]   8.00-9.00   sec  9.24 MBytes  77.5 Mbits/sec                  
[  5][TX-C]   9.00-10.00  sec  28.8 MBytes   241 Mbits/sec    0   7.51 MBytes       
[  7][RX-C]   9.00-10.00  sec  10.6 MBytes  89.0 Mbits/sec                  
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID][Role] Interval           Transfer     Bitrate         Retr
[  5][TX-C]   0.00-10.00  sec   230 MBytes   193 Mbits/sec    0             sender
[  5][TX-C]   0.00-10.13  sec   229 MBytes   190 Mbits/sec                  receiver
[  7][RX-C]   0.00-10.00  sec   111 MBytes  92.9 Mbits/sec  226             sender
[  7][RX-C]   0.00-10.13  sec   108 MBytes  89.3 Mbits/sec                  receiver

iperf Done."
2026-04-14T08:54:33Z,cross_provider_cross_region,gcp,asia-east1,aws,us-west2,16.146.98.16,5201,10,110.000000,106.000000,1,,"Connecting to host 16.146.98.16, port 5201
[  5] local 10.140.0.5 port 33422 connected to 16.146.98.16 port 5201
[  7] local 10.140.0.5 port 33438 connected to 16.146.98.16 port 5201
[ ID][Role] Interval           Transfer     Bitrate         Retr  Cwnd
[  5][TX-C]   0.00-1.00   sec  1.85 MBytes  15.5 Mbits/sec    0    503 KBytes       
[  7][RX-C]   0.00-1.00   sec  3.42 MBytes  28.7 Mbits/sec                  
[  5][TX-C]   1.00-2.00   sec  11.4 MBytes  95.7 Mbits/sec    0   5.95 MBytes       
[  7][RX-C]   1.00-2.00   sec  20.1 MBytes   169 Mbits/sec                  
[  5][TX-C]   2.00-3.00   sec  26.2 MBytes   220 Mbits/sec    0   7.50 MBytes       
[  7][RX-C]   2.00-3.00   sec  14.6 MBytes   123 Mbits/sec                  
[  5][TX-C]   3.00-4.00   sec  30.0 MBytes   252 Mbits/sec    0   7.50 MBytes       
[  7][RX-C]   3.00-4.00   sec  12.8 MBytes   107 Mbits/sec                  
[  5][TX-C]   4.00-5.00   sec  26.2 MBytes   220 Mbits/sec    0   7.50 MBytes       
[  7][RX-C]   4.00-5.00   sec  11.1 MBytes  93.3 Mbits/sec                  
[  5][TX-C]   5.00-6.00   sec  27.5 MBytes   231 Mbits/sec    0   7.50 MBytes       
[  7][RX-C]   5.00-6.00   sec  13.2 MBytes   111 Mbits/sec                  
[  5][TX-C]   6.00-7.00   sec  28.8 MBytes   241 Mbits/sec    0   7.50 MBytes       
[  7][RX-C]   6.00-7.00   sec  12.0 MBytes   101 Mbits/sec                  
[  5][TX-C]   7.00-8.00   sec  26.2 MBytes   220 Mbits/sec    0   7.50 MBytes       
[  7][RX-C]   7.00-8.00   sec  13.8 MBytes   116 Mbits/sec                  
[  5][TX-C]   8.00-9.00   sec  26.2 MBytes   220 Mbits/sec   12   3.61 MBytes       
[  7][RX-C]   8.00-9.00   sec  14.0 MBytes   118 Mbits/sec                  
[  5][TX-C]   9.00-10.00  sec  23.8 MBytes   199 Mbits/sec    0   5.25 MBytes       
[  7][RX-C]   9.00-10.00  sec  12.4 MBytes   104 Mbits/sec                  
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID][Role] Interval           Transfer     Bitrate         Retr
[  5][TX-C]   0.00-10.00  sec   228 MBytes   191 Mbits/sec   12             sender
[  5][TX-C]   0.00-10.13  sec   228 MBytes   189 Mbits/sec                  receiver
[  7][RX-C]   0.00-10.00  sec   131 MBytes   110 Mbits/sec  548             sender
[  7][RX-C]   0.00-10.13  sec   128 MBytes   106 Mbits/sec                  receiver

iperf Done."
2026-04-14T08:59:53Z,cross_provider_cross_region,gcp,asia-east1,aws,us-west2,16.146.98.16,5201,10,84.700000,81.100000,1,,"Connecting to host 16.146.98.16, port 5201
[  5] local 10.140.0.5 port 51462 connected to 16.146.98.16 port 5201
[  7] local 10.140.0.5 port 51472 connected to 16.146.98.16 port 5201
[ ID][Role] Interval           Transfer     Bitrate         Retr  Cwnd
[  5][TX-C]   0.00-1.00   sec  1.99 MBytes  16.7 Mbits/sec    0    500 KBytes       
[  7][RX-C]   0.00-1.00   sec  3.42 MBytes  28.7 Mbits/sec                  
[  5][TX-C]   1.00-2.00   sec  11.6 MBytes  97.6 Mbits/sec    0   6.67 MBytes       
[  7][RX-C]   1.00-2.00   sec  12.9 MBytes   108 Mbits/sec                  
[  5][TX-C]   2.00-3.00   sec  26.2 MBytes   220 Mbits/sec    0   7.51 MBytes       
[  7][RX-C]   2.00-3.00   sec  10.7 MBytes  89.9 Mbits/sec                  
[  5][TX-C]   3.00-4.00   sec  30.0 MBytes   252 Mbits/sec    0   7.51 MBytes       
[  7][RX-C]   3.00-4.00   sec  9.76 MBytes  81.9 Mbits/sec                  
[  5][TX-C]   4.00-5.00   sec  26.2 MBytes   220 Mbits/sec    0   7.51 MBytes       
[  7][RX-C]   4.00-5.00   sec  8.93 MBytes  74.9 Mbits/sec                  
[  5][TX-C]   5.00-6.00   sec  30.0 MBytes   252 Mbits/sec    0   7.51 MBytes       
[  7][RX-C]   5.00-6.00   sec  10.5 MBytes  87.9 Mbits/sec                  
[  5][TX-C]   6.00-7.00   sec  26.2 MBytes   220 Mbits/sec    0   7.51 MBytes       
[  7][RX-C]   6.00-7.00   sec  10.7 MBytes  89.5 Mbits/sec                  
[  5][TX-C]   7.00-8.00   sec  30.0 MBytes   252 Mbits/sec    0   7.51 MBytes       
[  7][RX-C]   7.00-8.00   sec  10.7 MBytes  90.1 Mbits/sec                  
[  5][TX-C]   8.00-9.00   sec  26.2 MBytes   220 Mbits/sec    0   7.51 MBytes       
[  7][RX-C]   8.00-9.00   sec  10.8 MBytes  90.7 Mbits/sec                  
[  5][TX-C]   9.00-10.00  sec  26.2 MBytes   220 Mbits/sec    0   7.51 MBytes       
[  7][RX-C]   9.00-10.00  sec  9.50 MBytes  79.7 Mbits/sec                  
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID][Role] Interval           Transfer     Bitrate         Retr
[  5][TX-C]   0.00-10.00  sec   235 MBytes   197 Mbits/sec    0             sender
[  5][TX-C]   0.00-10.13  sec   235 MBytes   195 Mbits/sec                  receiver
[  7][RX-C]   0.00-10.00  sec   101 MBytes  84.7 Mbits/sec  394             sender
[  7][RX-C]   0.00-10.13  sec  97.9 MBytes  81.1 Mbits/sec                  receiver

iperf Done."
2026-04-14T09:05:13Z,cross_provider_cross_region,gcp,asia-east1,aws,us-west2,16.146.98.16,5201,10,115.000000,111.000000,1,,"Connecting to host 16.146.98.16, port 5201
[  5] local 10.140.0.5 port 59454 connected to 16.146.98.16 port 5201
[  7] local 10.140.0.5 port 59460 connected to 16.146.98.16 port 5201
[ ID][Role] Interval           Transfer     Bitrate         Retr  Cwnd
[  5][TX-C]   0.00-1.00   sec  2.00 MBytes  16.8 Mbits/sec    0    517 KBytes       
[  7][RX-C]   0.00-1.00   sec  3.21 MBytes  26.9 Mbits/sec                  
[  5][TX-C]   1.00-2.00   sec  11.7 MBytes  98.5 Mbits/sec    0   6.05 MBytes       
[  7][RX-C]   1.00-2.00   sec  20.0 MBytes   168 Mbits/sec                  
[  5][TX-C]   2.00-3.00   sec  26.2 MBytes   220 Mbits/sec    0   7.50 MBytes       
[  7][RX-C]   2.00-3.00   sec  20.5 MBytes   172 Mbits/sec                  
[  5][TX-C]   3.00-4.00   sec  26.2 MBytes   220 Mbits/sec    0   7.50 MBytes       
[  7][RX-C]   3.00-4.00   sec  17.2 MBytes   144 Mbits/sec                  
[  5][TX-C]   4.00-5.00   sec  26.2 MBytes   220 Mbits/sec    0   7.50 MBytes       
[  7][RX-C]   4.00-5.00   sec  15.8 MBytes   133 Mbits/sec                  
[  5][TX-C]   5.00-6.00   sec  26.2 MBytes   220 Mbits/sec    0   7.50 MBytes       
[  7][RX-C]   5.00-6.00   sec  16.0 MBytes   134 Mbits/sec                  
[  5][TX-C]   6.00-7.00   sec  26.2 MBytes   220 Mbits/sec    0   7.50 MBytes       
[  7][RX-C]   6.00-7.00   sec  10.1 MBytes  84.5 Mbits/sec                  
[  5][TX-C]   7.00-8.00   sec  26.2 MBytes   220 Mbits/sec    0   7.50 MBytes       
[  7][RX-C]   7.00-8.00   sec  10.3 MBytes  86.4 Mbits/sec                  
[  5][TX-C]   8.00-9.00   sec  27.5 MBytes   231 Mbits/sec    0   7.50 MBytes       
[  7][RX-C]   8.00-9.00   sec  10.9 MBytes  91.5 Mbits/sec                  
[  5][TX-C]   9.00-10.00  sec  27.5 MBytes   231 Mbits/sec    0   7.50 MBytes       
[  7][RX-C]   9.00-10.00  sec  9.87 MBytes  82.8 Mbits/sec                  
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID][Role] Interval           Transfer     Bitrate         Retr
[  5][TX-C]   0.00-10.00  sec   226 MBytes   190 Mbits/sec    0             sender
[  5][TX-C]   0.00-10.13  sec   226 MBytes   187 Mbits/sec                  receiver
[  7][RX-C]   0.00-10.00  sec   137 MBytes   115 Mbits/sec  251             sender
[  7][RX-C]   0.00-10.13  sec   134 MBytes   111 Mbits/sec                  receiver

iperf Done."
2026-04-14T09:10:34Z,cross_provider_cross_region,gcp,asia-east1,aws,us-west2,16.146.98.16,5201,10,111.000000,106.000000,1,,"Connecting to host 16.146.98.16, port 5201
[  5] local 10.140.0.5 port 53686 connected to 16.146.98.16 port 5201
[  7] local 10.140.0.5 port 53694 connected to 16.146.98.16 port 5201
[ ID][Role] Interval           Transfer     Bitrate         Retr  Cwnd
[  5][TX-C]   0.00-1.00   sec  2.00 MBytes  16.8 Mbits/sec    0    551 KBytes       
[  7][RX-C]   0.00-1.00   sec  3.42 MBytes  28.7 Mbits/sec                  
[  5][TX-C]   1.00-2.00   sec  12.9 MBytes   108 Mbits/sec    0   6.62 MBytes       
[  7][RX-C]   1.00-2.00   sec  15.5 MBytes   130 Mbits/sec                  
[  5][TX-C]   2.00-3.00   sec  26.2 MBytes   220 Mbits/sec    0   7.53 MBytes       
[  7][RX-C]   2.00-3.00   sec  11.7 MBytes  97.9 Mbits/sec                  
[  5][TX-C]   3.00-4.00   sec  26.2 MBytes   220 Mbits/sec    0   7.53 MBytes       
[  7][RX-C]   3.00-4.00   sec  14.1 MBytes   118 Mbits/sec                  
[  5][TX-C]   4.00-5.00   sec  27.5 MBytes   231 Mbits/sec    0   7.53 MBytes       
[  7][RX-C]   4.00-5.00   sec  12.8 MBytes   107 Mbits/sec                  
[  5][TX-C]   5.00-6.00   sec  28.8 MBytes   241 Mbits/sec    0   7.53 MBytes       
[  7][RX-C]   5.00-6.00   sec  15.0 MBytes   126 Mbits/sec                  
[  5][TX-C]   6.00-7.00   sec  26.2 MBytes   220 Mbits/sec    0   7.53 MBytes       
[  7][RX-C]   6.00-7.00   sec  14.9 MBytes   125 Mbits/sec                  
[  5][TX-C]   7.00-8.00   sec  26.2 MBytes   220 Mbits/sec    0   7.53 MBytes       
[  7][RX-C]   7.00-8.00   sec  13.9 MBytes   116 Mbits/sec                  
[  5][TX-C]   8.00-9.00   sec  30.0 MBytes   252 Mbits/sec    0   7.53 MBytes       
[  7][RX-C]   8.00-9.00   sec  15.5 MBytes   130 Mbits/sec                  
[  5][TX-C]   9.00-10.00  sec  21.2 MBytes   178 Mbits/sec   11   5.27 MBytes       
[  7][RX-C]   9.00-10.00  sec  11.5 MBytes  96.4 Mbits/sec                  
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID][Role] Interval           Transfer     Bitrate         Retr
[  5][TX-C]   0.00-10.00  sec   227 MBytes   191 Mbits/sec   11             sender
[  5][TX-C]   0.00-10.13  sec   227 MBytes   188 Mbits/sec                  receiver
[  7][RX-C]   0.00-10.00  sec   132 MBytes   111 Mbits/sec  311             sender
[  7][RX-C]   0.00-10.13  sec   128 MBytes   106 Mbits/sec                  receiver

iperf Done."
2026-04-14T09:15:54Z,cross_provider_cross_region,gcp,asia-east1,aws,us-west2,16.146.98.16,5201,10,174.000000,169.000000,1,,"Connecting to host 16.146.98.16, port 5201
[  5] local 10.140.0.5 port 60816 connected to 16.146.98.16 port 5201
[  7] local 10.140.0.5 port 60824 connected to 16.146.98.16 port 5201
[ ID][Role] Interval           Transfer     Bitrate         Retr  Cwnd
[  5][TX-C]   0.00-1.00   sec  2.08 MBytes  17.4 Mbits/sec    0    590 KBytes       
[  7][RX-C]   0.00-1.00   sec  3.08 MBytes  25.8 Mbits/sec                  
[  5][TX-C]   1.00-2.00   sec  13.0 MBytes   109 Mbits/sec    0   7.22 MBytes       
[  7][RX-C]   1.00-2.00   sec  23.6 MBytes   198 Mbits/sec                  
[  5][TX-C]   2.00-3.00   sec  26.2 MBytes   220 Mbits/sec    0   7.51 MBytes       
[  7][RX-C]   2.00-3.00   sec  24.0 MBytes   201 Mbits/sec                  
[  5][TX-C]   3.00-4.00   sec  26.2 MBytes   220 Mbits/sec    0   7.51 MBytes       
[  7][RX-C]   3.00-4.00   sec  23.6 MBytes   198 Mbits/sec                  
[  5][TX-C]   4.00-5.00   sec  27.5 MBytes   231 Mbits/sec    0   7.51 MBytes       
[  7][RX-C]   4.00-5.00   sec  20.5 MBytes   172 Mbits/sec                  
[  5][TX-C]   5.00-6.00   sec  28.8 MBytes   241 Mbits/sec    0   7.51 MBytes       
[  7][RX-C]   5.00-6.00   sec  23.9 MBytes   201 Mbits/sec                  
[  5][TX-C]   6.00-7.00   sec  26.2 MBytes   220 Mbits/sec    0   7.51 MBytes       
[  7][RX-C]   6.00-7.00   sec  23.5 MBytes   198 Mbits/sec                  
[  5][TX-C]   7.00-8.00   sec  26.2 MBytes   220 Mbits/sec    0   7.51 MBytes       
[  7][RX-C]   7.00-8.00   sec  19.4 MBytes   163 Mbits/sec                  
[  5][TX-C]   8.00-9.00   sec  27.5 MBytes   231 Mbits/sec    0   7.51 MBytes       
[  7][RX-C]   8.00-9.00   sec  18.7 MBytes   157 Mbits/sec                  
[  5][TX-C]   9.00-10.00  sec  28.8 MBytes   241 Mbits/sec    0   7.51 MBytes       
[  7][RX-C]   9.00-10.00  sec  23.6 MBytes   198 Mbits/sec                  
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID][Role] Interval           Transfer     Bitrate         Retr
[  5][TX-C]   0.00-10.00  sec   233 MBytes   195 Mbits/sec    0             sender
[  5][TX-C]   0.00-10.13  sec   232 MBytes   193 Mbits/sec                  receiver
[  7][RX-C]   0.00-10.00  sec   208 MBytes   174 Mbits/sec  383             sender
[  7][RX-C]   0.00-10.13  sec   204 MBytes   169 Mbits/sec                  receiver

iperf Done."
2026-04-14T09:21:14Z,cross_provider_cross_region,gcp,asia-east1,aws,us-west2,16.146.98.16,5201,10,90.900000,86.900000,1,,"Connecting to host 16.146.98.16, port 5201
[  5] local 10.140.0.5 port 33508 connected to 16.146.98.16 port 5201
[  7] local 10.140.0.5 port 33520 connected to 16.146.98.16 port 5201
[ ID][Role] Interval           Transfer     Bitrate         Retr  Cwnd
[  5][TX-C]   0.00-1.00   sec  1.87 MBytes  15.7 Mbits/sec    0    496 KBytes       
[  7][RX-C]   0.00-1.00   sec  3.42 MBytes  28.7 Mbits/sec                  
[  5][TX-C]   1.00-2.00   sec  11.5 MBytes  96.5 Mbits/sec    0   6.23 MBytes       
[  7][RX-C]   1.00-2.00   sec  16.9 MBytes   142 Mbits/sec                  
[  5][TX-C]   2.00-3.00   sec  26.2 MBytes   220 Mbits/sec    0   7.52 MBytes       
[  7][RX-C]   2.00-3.00   sec  13.7 MBytes   115 Mbits/sec                  
[  5][TX-C]   3.00-4.00   sec  26.2 MBytes   220 Mbits/sec    0   7.52 MBytes       
[  7][RX-C]   3.00-4.00   sec  14.9 MBytes   125 Mbits/sec                  
[  5][TX-C]   4.00-5.00   sec  26.2 MBytes   220 Mbits/sec    0   7.52 MBytes       
[  7][RX-C]   4.00-5.00   sec  10.2 MBytes  85.5 Mbits/sec                  
[  5][TX-C]   5.00-6.00   sec  26.2 MBytes   220 Mbits/sec    0   7.52 MBytes       
[  7][RX-C]   5.00-6.00   sec  9.00 MBytes  75.5 Mbits/sec                  
[  5][TX-C]   6.00-7.00   sec  25.0 MBytes   210 Mbits/sec   76   2.63 MBytes       
[  7][RX-C]   6.00-7.00   sec  8.27 MBytes  69.3 Mbits/sec                  
[  5][TX-C]   7.00-8.00   sec  22.5 MBytes   189 Mbits/sec    9   3.80 MBytes       
[  7][RX-C]   7.00-8.00   sec  9.77 MBytes  81.9 Mbits/sec                  
[  5][TX-C]   8.00-9.00   sec  23.8 MBytes   199 Mbits/sec    0   3.82 MBytes       
[  7][RX-C]   8.00-9.00   sec  9.97 MBytes  83.6 Mbits/sec                  
[  5][TX-C]   9.00-10.00  sec  25.0 MBytes   210 Mbits/sec    0   3.82 MBytes       
[  7][RX-C]   9.00-10.00  sec  8.84 MBytes  74.2 Mbits/sec                  
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID][Role] Interval           Transfer     Bitrate         Retr
[  5][TX-C]   0.00-10.00  sec   215 MBytes   180 Mbits/sec   85             sender
[  5][TX-C]   0.00-10.13  sec   214 MBytes   178 Mbits/sec                  receiver
[  7][RX-C]   0.00-10.00  sec   108 MBytes  90.9 Mbits/sec  162             sender
[  7][RX-C]   0.00-10.13  sec   105 MBytes  86.9 Mbits/sec                  receiver

iperf Done."
2026-04-14T09:26:34Z,cross_provider_cross_region,gcp,asia-east1,aws,us-west2,16.146.98.16,5201,10,96.700000,92.700000,1,,"Connecting to host 16.146.98.16, port 5201
[  5] local 10.140.0.5 port 57338 connected to 16.146.98.16 port 5201
[  7] local 10.140.0.5 port 57352 connected to 16.146.98.16 port 5201
[ ID][Role] Interval           Transfer     Bitrate         Retr  Cwnd
[  5][TX-C]   0.00-1.00   sec  1.91 MBytes  16.0 Mbits/sec    0    484 KBytes       
[  7][RX-C]   0.00-1.00   sec  2.78 MBytes  23.3 Mbits/sec                  
[  5][TX-C]   1.00-2.00   sec  11.5 MBytes  96.2 Mbits/sec    0   6.54 MBytes       
[  7][RX-C]   1.00-2.00   sec  11.8 MBytes  99.0 Mbits/sec                  
[  5][TX-C]   2.00-3.00   sec  30.0 MBytes   252 Mbits/sec    0   7.52 MBytes       
[  7][RX-C]   2.00-3.00   sec  10.4 MBytes  86.9 Mbits/sec                  
[  5][TX-C]   3.00-4.00   sec  30.0 MBytes   252 Mbits/sec    0   7.52 MBytes       
[  7][RX-C]   3.00-4.00   sec  12.4 MBytes   104 Mbits/sec                  
[  5][TX-C]   4.00-5.00   sec  26.2 MBytes   220 Mbits/sec    0   7.52 MBytes       
[  7][RX-C]   4.00-5.00   sec  11.2 MBytes  94.2 Mbits/sec                  
[  5][TX-C]   5.00-6.00   sec  30.0 MBytes   252 Mbits/sec    0   7.52 MBytes       
[  7][RX-C]   5.00-6.00   sec  13.1 MBytes   110 Mbits/sec                  
[  5][TX-C]   6.00-7.00   sec  27.5 MBytes   231 Mbits/sec    0   7.52 MBytes       
[  7][RX-C]   6.00-7.00   sec  13.3 MBytes   111 Mbits/sec                  
[  5][TX-C]   7.00-8.00   sec  28.8 MBytes   241 Mbits/sec    0   7.52 MBytes       
[  7][RX-C]   7.00-8.00   sec  11.8 MBytes  98.6 Mbits/sec                  
[  5][TX-C]   8.00-9.00   sec  27.5 MBytes   231 Mbits/sec    0   7.52 MBytes       
[  7][RX-C]   8.00-9.00   sec  13.4 MBytes   112 Mbits/sec                  
[  5][TX-C]   9.00-10.00  sec  28.8 MBytes   241 Mbits/sec    0   7.52 MBytes       
[  7][RX-C]   9.00-10.00  sec  11.8 MBytes  99.0 Mbits/sec                  
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID][Role] Interval           Transfer     Bitrate         Retr
[  5][TX-C]   0.00-10.00  sec   242 MBytes   203 Mbits/sec    0             sender
[  5][TX-C]   0.00-10.13  sec   242 MBytes   200 Mbits/sec                  receiver
[  7][RX-C]   0.00-10.00  sec   115 MBytes  96.7 Mbits/sec  322             sender
[  7][RX-C]   0.00-10.13  sec   112 MBytes  92.7 Mbits/sec                  receiver

iperf Done."
2026-04-14T09:31:54Z,cross_provider_cross_region,gcp,asia-east1,aws,us-west2,16.146.98.16,5201,10,126.000000,121.000000,1,,"Connecting to host 16.146.98.16, port 5201
[  5] local 10.140.0.5 port 59164 connected to 16.146.98.16 port 5201
[  7] local 10.140.0.5 port 59178 connected to 16.146.98.16 port 5201
[ ID][Role] Interval           Transfer     Bitrate         Retr  Cwnd
[  5][TX-C]   0.00-1.00   sec  2.03 MBytes  17.1 Mbits/sec    0    573 KBytes       
[  7][RX-C]   0.00-1.00   sec  3.21 MBytes  26.9 Mbits/sec                  
[  5][TX-C]   1.00-2.00   sec  12.8 MBytes   108 Mbits/sec    0   7.34 MBytes       
[  7][RX-C]   1.00-2.00   sec  21.9 MBytes   183 Mbits/sec                  
[  5][TX-C]   2.00-3.00   sec  27.5 MBytes   231 Mbits/sec    0   7.52 MBytes       
[  7][RX-C]   2.00-3.00   sec  18.6 MBytes   156 Mbits/sec                  
[  5][TX-C]   3.00-4.00   sec  28.8 MBytes   241 Mbits/sec    0   7.52 MBytes       
[  7][RX-C]   3.00-4.00   sec  17.0 MBytes   143 Mbits/sec                  
[  5][TX-C]   4.00-5.00   sec  26.2 MBytes   220 Mbits/sec    0   7.52 MBytes       
[  7][RX-C]   4.00-5.00   sec  13.8 MBytes   115 Mbits/sec                  
[  5][TX-C]   5.00-6.00   sec  30.0 MBytes   252 Mbits/sec    0   7.52 MBytes       
[  7][RX-C]   5.00-6.00   sec  13.7 MBytes   115 Mbits/sec                  
[  5][TX-C]   6.00-7.00   sec  26.2 MBytes   220 Mbits/sec    0   7.52 MBytes       
[  7][RX-C]   6.00-7.00   sec  14.3 MBytes   120 Mbits/sec                  
[  5][TX-C]   7.00-8.00   sec  28.8 MBytes   241 Mbits/sec    0   7.52 MBytes       
[  7][RX-C]   7.00-8.00   sec  14.7 MBytes   123 Mbits/sec                  
[  5][TX-C]   8.00-9.00   sec  27.5 MBytes   231 Mbits/sec    0   7.52 MBytes       
[  7][RX-C]   8.00-9.00   sec  15.0 MBytes   126 Mbits/sec                  
[  5][TX-C]   9.00-10.00  sec  27.5 MBytes   231 Mbits/sec    0   7.52 MBytes       
[  7][RX-C]   9.00-10.00  sec  14.4 MBytes   121 Mbits/sec                  
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID][Role] Interval           Transfer     Bitrate         Retr
[  5][TX-C]   0.00-10.00  sec   237 MBytes   199 Mbits/sec    0             sender
[  5][TX-C]   0.00-10.13  sec   237 MBytes   196 Mbits/sec                  receiver
[  7][RX-C]   0.00-10.00  sec   150 MBytes   126 Mbits/sec  477             sender
[  7][RX-C]   0.00-10.13  sec   147 MBytes   121 Mbits/sec                  receiver

iperf Done."
2026-04-14T09:37:15Z,cross_provider_cross_region,gcp,asia-east1,aws,us-west2,16.146.98.16,5201,10,103.000000,98.900000,1,,"Connecting to host 16.146.98.16, port 5201
[  5] local 10.140.0.5 port 38292 connected to 16.146.98.16 port 5201
[  7] local 10.140.0.5 port 38304 connected to 16.146.98.16 port 5201
[ ID][Role] Interval           Transfer     Bitrate         Retr  Cwnd
[  5][TX-C]   0.00-1.00   sec  1.95 MBytes  16.4 Mbits/sec    0    524 KBytes       
[  7][RX-C]   0.00-1.00   sec  3.08 MBytes  25.8 Mbits/sec                  
[  5][TX-C]   1.00-2.00   sec  11.4 MBytes  95.8 Mbits/sec    0   5.64 MBytes       
[  7][RX-C]   1.00-2.00   sec  13.9 MBytes   116 Mbits/sec                  
[  5][TX-C]   2.00-3.00   sec  26.2 MBytes   220 Mbits/sec    0   7.55 MBytes       
[  7][RX-C]   2.00-3.00   sec  10.7 MBytes  89.6 Mbits/sec                  
[  5][TX-C]   3.00-4.00   sec  26.2 MBytes   220 Mbits/sec    0   7.55 MBytes       
[  7][RX-C]   3.00-4.00   sec  12.9 MBytes   108 Mbits/sec                  
[  5][TX-C]   4.00-5.00   sec  26.2 MBytes   220 Mbits/sec    0   7.55 MBytes       
[  7][RX-C]   4.00-5.00   sec  11.8 MBytes  98.6 Mbits/sec                  
[  5][TX-C]   5.00-6.00   sec  23.8 MBytes   199 Mbits/sec   20   5.29 MBytes       
[  7][RX-C]   5.00-6.00   sec  13.8 MBytes   116 Mbits/sec                  
[  5][TX-C]   6.00-7.00   sec  26.2 MBytes   220 Mbits/sec    0   5.29 MBytes       
[  7][RX-C]   6.00-7.00   sec  14.1 MBytes   118 Mbits/sec                  
[  5][TX-C]   7.00-8.00   sec  26.2 MBytes   220 Mbits/sec    0   5.29 MBytes       
[  7][RX-C]   7.00-8.00   sec  12.5 MBytes   105 Mbits/sec                  
[  5][TX-C]   8.00-9.00   sec  26.2 MBytes   220 Mbits/sec    0   5.29 MBytes       
[  7][RX-C]   8.00-9.00   sec  14.3 MBytes   120 Mbits/sec                  
[  5][TX-C]   9.00-10.00  sec  26.2 MBytes   220 Mbits/sec    0   5.29 MBytes       
[  7][RX-C]   9.00-10.00  sec  12.6 MBytes   105 Mbits/sec                  
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID][Role] Interval           Transfer     Bitrate         Retr
[  5][TX-C]   0.00-10.00  sec   221 MBytes   185 Mbits/sec   20             sender
[  5][TX-C]   0.00-10.13  sec   221 MBytes   183 Mbits/sec                  receiver
[  7][RX-C]   0.00-10.00  sec   122 MBytes   103 Mbits/sec  478             sender
[  7][RX-C]   0.00-10.13  sec   120 MBytes  98.9 Mbits/sec                  receiver

iperf Done."
