run_id,node_id,provider,region,video_id,filename,object_key,input_uri,size_bytes,duration_sec,submit_start_ts,submit_end_ts,complete_ts,submit_wall_ms,job_elapsed_ms,client_wall_ms,poll_interval_sec,poll_count,job_id,status,shot_count,result_bytes,error_type,error_message
20260623_133600,gcp_asia_east1,gcp,asia-east1,-ZBsdK10Trs,-ZBsdK10Trs.mp4,profile/videos/-ZBsdK10Trs.mp4,,12812931,49.272744,2026-06-23T05:36:00.295+00:00,,2026-06-23T05:36:00.295+00:00,,,,10,,,error,,,FileNotFoundError,[Errno 2] No such file or directory: 'gcloud'
20260623_133610,gcp_asia_east1,gcp,asia-east1,-ZBsdK10Trs,-ZBsdK10Trs.mp4,profile/videos/-ZBsdK10Trs.mp4,,12812931,49.272744,2026-06-23T05:36:10.437+00:00,,2026-06-23T05:36:10.437+00:00,,,,10,,,error,,,FileNotFoundError,[Errno 2] No such file or directory: 'gcloud'
20260623_133620,gcp_asia_east1,gcp,asia-east1,-ZBsdK10Trs,-ZBsdK10Trs.mp4,profile/videos/-ZBsdK10Trs.mp4,,12812931,49.272744,2026-06-23T05:36:20.556+00:00,,2026-06-23T05:36:20.556+00:00,,,,10,,,error,,,FileNotFoundError,[Errno 2] No such file or directory: 'gcloud'
20260623_133630,gcp_asia_east1,gcp,asia-east1,-ZBsdK10Trs,-ZBsdK10Trs.mp4,profile/videos/-ZBsdK10Trs.mp4,,12812931,49.272744,2026-06-23T05:36:30.684+00:00,,2026-06-23T05:36:30.684+00:00,,,,10,,,error,,,FileNotFoundError,[Errno 2] No such file or directory: 'gcloud'
20260623_133640,gcp_asia_east1,gcp,asia-east1,-ZBsdK10Trs,-ZBsdK10Trs.mp4,profile/videos/-ZBsdK10Trs.mp4,,12812931,49.272744,2026-06-23T05:36:40.833+00:00,,2026-06-23T05:36:40.833+00:00,,,,10,,,error,,,FileNotFoundError,[Errno 2] No such file or directory: 'gcloud'
20260623_133650,gcp_asia_east1,gcp,asia-east1,-ZBsdK10Trs,-ZBsdK10Trs.mp4,profile/videos/-ZBsdK10Trs.mp4,,12812931,49.272744,2026-06-23T05:36:50.981+00:00,,2026-06-23T05:36:50.981+00:00,,,,10,,,error,,,FileNotFoundError,[Errno 2] No such file or directory: 'gcloud'
20260623_133701,gcp_asia_east1,gcp,asia-east1,-ZBsdK10Trs,-ZBsdK10Trs.mp4,profile/videos/-ZBsdK10Trs.mp4,,12812931,49.272744,2026-06-23T05:37:01.134+00:00,,2026-06-23T05:37:01.134+00:00,,,,10,,,error,,,FileNotFoundError,[Errno 2] No such file or directory: 'gcloud'
20260623_133711,gcp_asia_east1,gcp,asia-east1,-ZBsdK10Trs,-ZBsdK10Trs.mp4,profile/videos/-ZBsdK10Trs.mp4,,12812931,49.272744,2026-06-23T05:37:11.251+00:00,,2026-06-23T05:37:11.251+00:00,,,,10,,,error,,,FileNotFoundError,[Errno 2] No such file or directory: 'gcloud'
20260623_133721,gcp_asia_east1,gcp,asia-east1,-ZBsdK10Trs,-ZBsdK10Trs.mp4,profile/videos/-ZBsdK10Trs.mp4,,12812931,49.272744,2026-06-23T05:37:21.379+00:00,,2026-06-23T05:37:21.379+00:00,,,,10,,,error,,,FileNotFoundError,[Errno 2] No such file or directory: 'gcloud'
20260623_133731,gcp_asia_east1,gcp,asia-east1,-ZBsdK10Trs,-ZBsdK10Trs.mp4,profile/videos/-ZBsdK10Trs.mp4,,12812931,49.272744,2026-06-23T05:37:31.509+00:00,,2026-06-23T05:37:31.509+00:00,,,,10,,,error,,,FileNotFoundError,[Errno 2] No such file or directory: 'gcloud'
