workflow,quality_level,iteration,active_scenario_count,objective_value,max_violation,num_violated_scenarios,runtime_sec
workflow2,Q2,1,15000,8.398797679241685,593.854384621074,5486,489.62003074999666
workflow2,Q2,2,17500,8.398879986910393,18.330070918284974,65,676.0053815839929
workflow2,Q2,3,17565,8.398871031872892,96.97991972264802,2931,659.4341908339993
workflow2,Q2,4,20065,8.398565707867174,0.0,0,870.8922016660217
