workflow,quality_level,iteration,active_scenario_count,objective_value,max_violation,num_violated_scenarios,runtime_sec
workflow1,Q2,1,10,2.1798875002055853,0.0,0,0.0026119590038433
workflow1,Q2,1,10,2.1798875002055853,0.0,0,0.0027527500060386
workflow1,Q2,1,10,2.185549851452933,0.0,0,0.0171791249886155
workflow1,Q2,1,10,2.474628203922405,0.0,0,0.0117787920171394
workflow1,Q2,1,10,2.4746283291903666,12.212518462508486,118,0.0059958749916404
workflow1,Q2,2,20,2.4746283291903666,18.098090101420578,320,0.0081024579703807
workflow1,Q2,3,30,inf,4.313841716413549,91,0.0023425410035997
workflow1,Q2,4,40,inf,2.6470980663836556,81,0.0023722079931758
workflow1,Q2,5,50,inf,2.184714051102816,71,0.0026709159719757
workflow1,Q2,6,60,inf,1.6661535449454803,61,0.0032839589985087
workflow1,Q2,7,70,inf,1.3995642021400698,51,0.0037708330200985
workflow1,Q2,8,80,inf,1.2108589400177865,41,0.0042278330074623
workflow1,Q2,9,90,inf,0.9519352587109252,31,0.0050770000088959
workflow1,Q2,10,100,inf,0.5410600195101978,21,0.0060207080096006
workflow1,Q2,11,110,inf,0.1755442272836518,11,0.0059422919875942
workflow1,Q2,12,120,inf,0.0064970551439955,1,0.0059897920000366
workflow1,Q2,13,121,inf,0.0,0,0.0061833339859731
workflow1,Q2,1,10,2.4746283291903666,1.242852832794604,1,0.0057096669916063
workflow1,Q2,2,11,2.4746283291903666,0.0206014376107091,1,0.0057113749790005
workflow1,Q2,3,12,2.474627941536435,1.7820161966193917,2,0.0131620829924941
workflow1,Q2,4,14,2.4746283291903666,0.0,0,0.0128812909824773
workflow1,Q2,1,10,2.474628859771489,1.242852832794604,1,0.0057195419794879
workflow1,Q2,2,11,2.474628859771489,0.0206014376107091,1,0.0055529579985886
workflow1,Q2,3,12,2.4746289040015137,0.5320487570224973,1,0.0130212919902987
workflow1,Q2,4,13,2.474628859771489,0.0,0,0.0128553329850547
workflow1,Q2,1,50,2.4697226013812927,2.621614780303573,10,0.0231235420214943
workflow1,Q2,2,60,inf,0.0,0,0.0298639159882441
workflow1,Q2,1,50,2.4697226013812927,0.0,0,0.022362166026141495
