workflow,quality_level,iteration,active_scenario_count,objective_value,max_violation,num_violated_scenarios,runtime_sec
workflow2,Q2,1,15000,8.39883671551609,172.1674340261818,311,540.7343790839659
workflow2,Q2,2,15311,8.398793066683888,0.0,0,586.9821430000011
