workflow,quality_level,iteration,active_scenario_count,objective_value,max_violation,num_violated_scenarios,runtime_sec
workflow2,Q3,1,2000,8.67055925844321,6.250835245896605,310,64.00557489995845
workflow2,Q3,2,2310,8.67056010582616,2.253220447690399,608,73.99006169999484
workflow2,Q3,3,2810,8.67055925844321,0.0,0,113.64200100000016
