workflow,quality_level,logical_node,endpoint_id,provider,region,model_name
workflow1,Q3,Shot Detection,shot_detection_gcp_us-west1_q3,GCP,us-west1,
workflow1,Q3,Video Split & Sample,video_split_and_sample_gcp_us-west1_q3,GCP,us-west1,
workflow1,Q3,Video Caption,video_caption_azure_westus2_q3,Azure,westus2,Claude Opus 4.5
workflow1,Q3,Q/A,q_a_azure_westus2_q3,Azure,westus2,Claude Opus 4.5
