workflow,quality_level,iteration,active_scenario_count,objective_value,max_violation,num_violated_scenarios,runtime_sec
workflow1,Q2,1,10000,6.954743811982422,93293.837322236,3492,37.23377562500536
workflow1,Q2,2,12500,inf,0.0,0,58.69901995800319
workflow1,Q2,1,10000,6.954743816956077,92665.64223375922,3000,26.714230708006653
workflow1,Q2,2,12500,inf,339.69321714526086,500,52.73709912500635
workflow1,Q2,3,13000,inf,0.0,0,47.086670292002964
