trial_id,round,order_in_round,timestamp_start_utc,timestamp_end_utc,node_id,provider,region,bucket,direction,size_mib,size_bytes,elapsed_sec,throughput_mib_per_sec,throughput_mbps,status,verified_size_bytes,object_uri,error_type,error_message,cleanup_error
r001-aws_us_east_2-download-010mib,1,16,2026-06-24T11:32:33.552+00:00,2026-06-24T11:32:49.456+00:00,aws_us_east_2,aws,us-east-2,skyflow-prototype-aws-us-east-2,download,10,10485760,15.880276300013065,0.6297119654014944,5.2824068306627,success,10485760,s3://skyflow-prototype-aws-us-east-2/network_measurement/reference/payload_010mib.bin,,,
r001-aliyun_cn_shanghai-upload-010mib,1,17,2026-06-24T11:32:49.660+00:00,2026-06-24T11:32:50.605+00:00,aliyun_cn_shanghai,aliyun,cn-shanghai,skyflow-prototype-aliyun-cn-shanghai,upload,10,10485760,0.5311937000369653,18.825524473095424,157.91994519920408,success,10485760,oss://skyflow-prototype-aliyun-cn-shanghai/network_measurement/runs/20260624_192901/r001-aliyun_cn_shanghai-upload-010mib.bin,,,
r001-aws_us_east_2-download-005mib,1,18,2026-06-24T11:32:50.807+00:00,2026-06-24T11:33:06.422+00:00,aws_us_east_2,aws,us-east-2,skyflow-prototype-aws-us-east-2,download,5,5242880,15.590615900000557,0.32070573940570374,2.690274731224602,success,5242880,s3://skyflow-prototype-aws-us-east-2/network_measurement/reference/payload_005mib.bin,,,
r001-aws_us_east_2-upload-100mib,1,19,2026-06-24T11:33:06.624+00:00,2026-06-24T11:33:34.615+00:00,aws_us_east_2,aws,us-east-2,skyflow-prototype-aws-us-east-2,upload,100,104857600,13.18445120000979,7.584691883111961,63.625007008208065,success,104857600,s3://skyflow-prototype-aws-us-east-2/network_measurement/runs/20260624_192901/r001-aws_us_east_2-upload-100mib.bin,,,
r001-gcp_us_east1-download-001mib,1,20,2026-06-24T11:33:34.817+00:00,2026-06-24T11:33:43.616+00:00,gcp_us_east1,gcp,us-east1,skyflow-prototype-gcp-us-east1,download,1,1048576,8.77884579997044,0.11391019079106812,0.9555479377514804,success,1048576,gs://skyflow-prototype-gcp-us-east1/network_measurement/reference/payload_001mib.bin,,,
r001-aliyun_cn_shanghai-download-020mib,1,21,2026-06-24T11:33:43.820+00:00,2026-06-24T11:33:44.264+00:00,aliyun_cn_shanghai,aliyun,cn-shanghai,skyflow-prototype-aliyun-cn-shanghai,download,20,20971520,0.4416994000202976,45.279663044778715,379.83334365473513,success,20971520,oss://skyflow-prototype-aliyun-cn-shanghai/network_measurement/reference/payload_020mib.bin,,,
r001-aliyun_cn_shanghai-upload-040mib,1,22,2026-06-24T11:33:44.469+00:00,2026-06-24T11:33:46.158+00:00,aliyun_cn_shanghai,aliyun,cn-shanghai,skyflow-prototype-aliyun-cn-shanghai,upload,40,41943040,1.3290234999731183,30.097285714518264,252.47433172309366,success,41943040,oss://skyflow-prototype-aliyun-cn-shanghai/network_measurement/runs/20260624_192901/r001-aliyun_cn_shanghai-upload-040mib.bin,,,
r001-gcp_us_east1-download-010mib,1,23,2026-06-24T11:33:46.361+00:00,2026-06-24T11:33:56.347+00:00,gcp_us_east1,gcp,us-east1,skyflow-prototype-gcp-us-east1,download,10,10485760,9.96509089996107,1.0035031391473876,8.41799446107689,success,10485760,gs://skyflow-prototype-gcp-us-east1/network_measurement/reference/payload_010mib.bin,,,
r001-gcp_us_east1-download-005mib,1,24,2026-06-24T11:33:56.550+00:00,2026-06-24T11:34:05.646+00:00,gcp_us_east1,gcp,us-east1,skyflow-prototype-gcp-us-east1,download,5,5242880,9.072350699978415,0.5511250794143018,4.623172250175448,success,5242880,gs://skyflow-prototype-gcp-us-east1/network_measurement/reference/payload_005mib.bin,,,
r001-gcp_us_east1-upload-020mib,1,25,2026-06-24T11:34:05.849+00:00,2026-06-24T11:34:36.502+00:00,gcp_us_east1,gcp,us-east1,skyflow-prototype-gcp-us-east1,upload,20,20971520,12.409658499993384,1.6116478950658202,13.519482425732301,success,20971520,gs://skyflow-prototype-gcp-us-east1/network_measurement/runs/20260624_192901/r001-gcp_us_east1-upload-020mib.bin,,,
r001-gcp_us_east1-upload-060mib,1,26,2026-06-24T11:34:36.704+00:00,2026-06-24T11:35:02.071+00:00,gcp_us_east1,gcp,us-east1,skyflow-prototype-gcp-us-east1,upload,60,62914560,14.796119500009809,4.055117289364973,34.01678933450533,success,62914560,gs://skyflow-prototype-gcp-us-east1/network_measurement/runs/20260624_192901/r001-gcp_us_east1-upload-060mib.bin,,,
