node_id,provider,region,direction,size_mib,sample_count,success_count,failure_count,failure_rate,elapsed_sec_mean,elapsed_sec_std,elapsed_sec_p50,elapsed_sec_p90,elapsed_sec_p95,elapsed_sec_min,elapsed_sec_max,throughput_mib_per_sec_mean,throughput_mib_per_sec_p10,throughput_mib_per_sec_p50
aliyun_cn_shanghai,aliyun,cn-shanghai,download,1,1,1,0,0.0,0.21039289998589084,nan,0.21039289998589084,0.21039289998589084,0.21039289998589084,0.21039289998589084,0.21039289998589084,4.753012102913459,4.753012102913459,4.753012102913459
aliyun_cn_shanghai,aliyun,cn-shanghai,download,5,1,1,0,0.0,0.2897751000127755,nan,0.2897751000127755,0.2897751000127755,0.2897751000127755,0.2897751000127755,0.2897751000127755,17.25476067398324,17.25476067398324,17.25476067398324
aliyun_cn_shanghai,aliyun,cn-shanghai,download,10,1,1,0,0.0,0.2966983000515029,nan,0.2966983000515029,0.2966983000515029,0.2966983000515029,0.2966983000515029,0.2966983000515029,33.704271302748054,33.704271302748054,33.704271302748054
aliyun_cn_shanghai,aliyun,cn-shanghai,download,20,1,1,0,0.0,0.4416994000202976,nan,0.4416994000202976,0.4416994000202976,0.4416994000202976,0.4416994000202976,0.4416994000202976,45.279663044778715,45.279663044778715,45.279663044778715
aliyun_cn_shanghai,aliyun,cn-shanghai,download,40,1,1,0,0.0,0.9754536999971606,nan,0.9754536999971606,0.9754536999971606,0.9754536999971606,0.9754536999971606,0.9754536999971606,41.006559306829665,41.006559306829665,41.006559306829665
aliyun_cn_shanghai,aliyun,cn-shanghai,download,60,1,1,0,0.0,1.0856824000366032,nan,1.0856824000366032,1.0856824000366032,1.0856824000366032,1.0856824000366032,1.0856824000366032,55.26478093222947,55.26478093222947,55.26478093222947
aliyun_cn_shanghai,aliyun,cn-shanghai,download,80,1,1,0,0.0,1.2323412999976426,nan,1.2323412999976426,1.2323412999976426,1.2323412999976426,1.2323412999976426,1.2323412999976426,64.91708100682257,64.91708100682257,64.91708100682257
aliyun_cn_shanghai,aliyun,cn-shanghai,download,100,1,1,0,0.0,1.8908794000162743,nan,1.8908794000162743,1.8908794000162743,1.8908794000162743,1.8908794000162743,1.8908794000162743,52.88544578736186,52.88544578736186,52.88544578736186
aliyun_cn_shanghai,aliyun,cn-shanghai,upload,1,1,1,0,0.0,0.29207780002616346,nan,0.29207780002616346,0.29207780002616346,0.29207780002616346,0.29207780002616346,0.29207780002616346,3.4237453168656535,3.4237453168656535,3.4237453168656535
aliyun_cn_shanghai,aliyun,cn-shanghai,upload,5,1,1,0,0.0,0.37719920004019514,nan,0.37719920004019514,0.37719920004019514,0.37719920004019514,0.37719920004019514,0.37719920004019514,13.255595450539634,13.255595450539634,13.255595450539634
aliyun_cn_shanghai,aliyun,cn-shanghai,upload,10,1,1,0,0.0,0.5311937000369653,nan,0.5311937000369653,0.5311937000369653,0.5311937000369653,0.5311937000369653,0.5311937000369653,18.825524473095424,18.825524473095424,18.825524473095424
aliyun_cn_shanghai,aliyun,cn-shanghai,upload,20,1,1,0,0.0,0.8308943000156432,nan,0.8308943000156432,0.8308943000156432,0.8308943000156432,0.8308943000156432,0.8308943000156432,24.070450356469483,24.070450356469483,24.070450356469483
aliyun_cn_shanghai,aliyun,cn-shanghai,upload,40,1,1,0,0.0,1.3290234999731183,nan,1.3290234999731183,1.3290234999731183,1.3290234999731183,1.3290234999731183,1.3290234999731183,30.097285714518264,30.097285714518264,30.097285714518264
aliyun_cn_shanghai,aliyun,cn-shanghai,upload,60,1,1,0,0.0,1.9414763000095263,nan,1.9414763000095263,1.9414763000095263,1.9414763000095263,1.9414763000095263,1.9414763000095263,30.904317502977293,30.904317502977293,30.904317502977293
