workflow,quality_level,iteration,active_scenario_count,objective_value,max_violation,num_violated_scenarios,runtime_sec
workflow2,Q2,1,15000,8.398797607101304,9.66503063931981,7,460.4252065999899
workflow2,Q2,2,15007,8.398796326147094,0.0,0,467.81729480001377
