workflow,quality_level,logical_node,endpoint_id,provider,region,model_name
workflow1,Q1,Shot Detection,shot_detection_aliyun_cn-shanghai_q1,Aliyun,cn-shanghai,
workflow1,Q1,Video Split & Sample,video_split_and_sample_aliyun_cn-shanghai_q1,Aliyun,cn-shanghai,
workflow1,Q1,Video Caption,video_caption_gcp_europe-west1_q1,GCP,europe-west1,Claude Haiku 4.5
workflow1,Q1,Q/A,q_a_aws_us-west-2_q1,AWS,us-west-2,Claude Haiku 4.5
