workflow,quality_level,iteration,active_scenario_count,objective_value,max_violation,num_violated_scenarios,runtime_sec
workflow2,Q2,1,10000,10.542028393647024,46917.632515756246,5268,300.0456511250086
workflow2,Q2,2,12500,inf,0.0,0,120.97726708400296
