workflow,quality_level,iteration,active_scenario_count,objective_value,max_violation,num_violated_scenarios,runtime_sec
workflow2,Q1,1,350,5.411149417669408,0.0,0,0.0
workflow2,Q1,2,350,4.353288138624404,0.0,0,0.0
workflow2,Q1,3,350,4.183544150403303,0.0,0,0.0
workflow2,Q1,4,350,4.008973663338702,0.0,0,0.0
workflow2,Q1,5,350,3.5372087894719115,0.0,0,0.0
workflow2,Q1,6,350,3.3604388378524637,0.0,0,0.0
workflow2,Q1,7,350,3.3604388378524637,0.0,0,0.0
workflow2,Q1,8,350,3.360229266454876,0.0,0,0.0
workflow2,Q1,9,350,3.360229266454876,0.0,0,0.0
workflow2,Q1,10,350,3.360229266454876,0.0,0,0.0
workflow2,Q1,11,350,3.360229266454876,0.0,0,0.0
workflow2,Q1,12,350,3.360229266454876,0.0,0,0.0
workflow2,Q1,13,350,3.360229266454876,0.0,0,0.0
workflow2,Q1,14,350,3.360229266454876,0.0,0,0.0
workflow2,Q1,15,350,3.360229266454876,0.0,0,0.0
workflow2,Q1,16,350,3.360229266454876,0.0,0,0.0
