workflow,quality_level,logical_node,endpoint_id,provider,region,model_name
workflow2,Q3,Speech Transcription,speech_transcription_aws_us-east-2_q3,AWS,us-east-2,
workflow2,Q3,Shot Detection,shot_detection_aws_us-east-2_q3,AWS,us-east-2,
workflow2,Q3,Video Split & Sample,video_split_and_sample_aws_us-east-2_q3,AWS,us-east-2,
workflow2,Q3,Video Caption,video_caption_aws_us-east-2_q3,AWS,us-east-2,Claude Opus 4.5
workflow2,Q3,OCR,ocr_aws_us-east-2_q3,AWS,us-east-2,
workflow2,Q3,Label Detection,label_detection_aws_us-east-2_q3,AWS,us-east-2,
workflow2,Q3,Database,database_aws_us-east-2_q3,AWS,us-east-2,
workflow2,Q3,Q/A,q_a_aws_us-east-2_q3,AWS,us-east-2,Claude Opus 4.5
