initializer,status,train_scenario_count,validation_scenario_count,expected_cost,avg_latency,p95_latency,p99_latency,violation_rate,cvar_value,solver_runtime_sec,num_iterations,active_scenario_count,selection_feasible,selection_rank,error,workflow,quality_level
qbr,INFEASIBLE_REUSED_LAST_FEASIBLE,40000,10000,7.017034107578463,9507.235659006865,23840.711970815377,36785.23868068716,0.0267,3595.657511093245,111.37169791701308,2.0,14000.0,True,"[0.0, 7.017034107578463, 0.0267]",,workflow1,Q2
qbw,ERROR,40000,10000,,,,,,,,,,,,RuntimeError: Decomposition infeasible at iteration 1 (status=INFEASIBLE),workflow1,Q2
qbb,INFEASIBLE_REUSED_LAST_FEASIBLE,40000,10000,7.016957842741329,10644.641660904002,27281.135545630845,42574.034823575625,0.0608,6908.191186153319,88.969807417001,2.0,14000.0,False,"[1.0, 0.0608, 7.016957842741329]",,workflow1,Q2
qbq,INFEASIBLE_REUSED_LAST_FEASIBLE,40000,10000,7.017034107578463,9507.235659006865,23840.711970815377,36785.23868068716,0.0267,3595.657511093245,115.98886587499874,2.0,14000.0,True,"[0.0, 7.017034107578463, 0.0267]",,workflow1,Q2
qbt,ERROR,40000,10000,,,,,,,,,,,,RuntimeError: Decomposition infeasible at iteration 1 (status=INFEASIBLE),workflow1,Q2
