workflow,quality_level,iteration,active_scenario_count,objective_value,max_violation,num_violated_scenarios,runtime_sec
workflow1,Q2,1,15000,6.954820038650105,76999.49941459157,4881,63.799829124996904
workflow1,Q2,2,17500,inf,0.0,0,130.87890458400943
