workflow,quality_level,method,objective_value,expected_cost,avg_latency,p95_latency,p99_latency,violation_rate,cvar_value,solver_runtime_sec,status,selected_initializer
workflow2,Q3,decomposition,inf,8.855713198150843,4012.459194024754,11571.991761597868,19519.51867051579,0.06858,2240.956251645546,342.9689751250007,INFEASIBLE,
workflow2,Q3,greedy,0.061,8.855713187397791,4011.1742056670346,11570.868842315796,19517.091242851013,0.06852,2240.0518580863427,50.48272141699999,optimal,
workflow2,Q3,murakkab_profile,0.07046,15.923955681481992,4361.451893250786,11996.672529299072,19843.41723888348,0.07528,2388.788853152364,7.907189292000112,optimal,
workflow2,Q3,single_cloud,0.06224,15.211521916204376,4357.179721053583,11700.831038170836,19158.09858464581,0.06946,2106.50502640734,12.75878345899946,optimal,
workflow1,Q1,decomposition,inf,1.2274074963099344,604.7388274145027,1497.7322846963689,2398.7190337534075,0.07907,301.66369064384173,854.0444706250055,INFEASIBLE,
workflow1,Q1,greedy,0.07527,1.2274074963099344,604.7388274145027,1497.7322846963689,2398.7190337534075,0.07907,301.66369064384173,57.93855545799306,optimal,
workflow1,Q1,murakkab_profile,0.06,1.2274910087710251,582.0116421174183,1429.435993365284,2278.076973081055,0.06784,249.7093991345699,120.0872532499925,optimal,
workflow1,Q1,single_cloud,0.68094,1.8650326860348565,1277.5229727577782,2567.664593288525,3453.45618892664,0.677,1095.0888847040274,16.903039540993632,optimal,
workflow1,Q2,decomposition,inf,2.804015086383562,2278.912970184463,6625.603359305095,11319.303294335568,0.06686,1393.5165710899523,534.6212662499893,INFEASIBLE,
workflow1,Q2,greedy,0.06127,2.804015086383562,2278.912970184463,6625.603359305095,11319.303294335568,0.06686,1393.5165710899523,56.95165124999767,optimal,
workflow1,Q2,murakkab_profile,0.08507,9.872102473457506,2695.5818457875503,7269.187713968496,12010.644615467449,0.08522,1716.0048683268235,9.782937374999165,optimal,
workflow1,Q2,single_cloud,0.06956,3.421952504014482,2812.813874038027,6965.837866780395,10952.372480975004,0.0732,1264.599199789135,16.581159707988263,optimal,
workflow1,Q3,decomposition,inf,6.98688679185177,3982.5035704788143,11434.006666438238,19797.78098397069,0.06565,2327.834728289239,565.196272000001,INFEASIBLE,
workflow1,Q3,greedy,0.06145,6.98688679185177,3980.835935866704,11431.83546236117,19794.19418775877,0.0656,2326.697035645345,56.223787750001065,optimal,
workflow1,Q3,murakkab_profile,0.07043,13.942220118234852,4325.101306844493,11865.77415150594,20083.91184625564,0.07186,2466.5950751224545,9.911242999995013,optimal,
workflow1,Q3,single_cloud,0.06174,7.577997625428515,4318.684596283116,11574.131128048608,19359.511337513133,0.06645,2183.402709595984,16.432918459002394,optimal,
workflow2,Q1,decomposition,inf,2.68182618556007,518.518083421046,1251.6087530546313,1931.7154443226536,0.03797,120.27191330566558,6344.848936584982,INFEASIBLE,
workflow2,Q1,greedy,0.07458,2.681816500165388,601.2331226475139,1504.9913021770303,2368.466661298058,0.07431,275.38487799954106,182.61741820799944,optimal,
