node_id,provider,region,direction,size_mib,sample_count,success_count,failure_count,failure_rate,elapsed_sec_mean,elapsed_sec_std,elapsed_sec_p50,elapsed_sec_p90,elapsed_sec_p95,elapsed_sec_min,elapsed_sec_max,throughput_mib_per_sec_mean,throughput_mib_per_sec_p10,throughput_mib_per_sec_p50
aliyun_ap_southeast_1,aliyun,ap-southeast-1,download,1,4,4,0,0.0,2.2741630999953486,0.0343814028742727,2.2733799499983434,2.306524940003874,2.3102734700049044,2.2358704999787733,2.3140220000059344,0.4397975405580671,0.43356338447408627,0.43989452938819906
aliyun_ap_southeast_1,aliyun,ap-southeast-1,download,5,4,4,0,0.0,2.8377628000016557,0.15680802448588582,2.7872937499778345,2.9889065600233153,3.0268761800369246,2.7116179000004195,3.0648458000505343,1.7658264744318122,1.675464646437503,1.7939924203292796
aliyun_ap_southeast_1,aliyun,ap-southeast-1,download,10,4,3,1,0.25,3.026662533326695,0.1313577579271973,3.1024060000199825,3.1025595199782403,3.1025787099730224,2.874983699992299,3.1025978999678046,3.3082302421567977,3.2231452585288234,3.2233047511949082
aliyun_ap_southeast_1,aliyun,ap-southeast-1,upload,1,4,3,1,0.25,2.4163054000237025,0.029169202567687933,2.4200393999926746,2.43875012001954,2.4410889600228987,2.3854490000521764,2.4434278000262566,0.41389527510207835,0.41005217921414155,0.41321641292411476
aliyun_ap_southeast_1,aliyun,ap-southeast-1,upload,5,4,3,1,0.25,3.016927166667301,0.17968976982528528,2.930717499984894,3.164925260015298,3.1942012300190985,2.896586799994111,3.2234772000228986,1.6611188154269052,1.5821093831048598,1.706066859062933
aliyun_ap_southeast_1,aliyun,ap-southeast-1,upload,10,4,4,0,0.0,3.431489925002097,0.19309620913430967,3.4726741499907803,3.5888060299970674,3.598667015004321,3.1720834000152536,3.6085280000115745,2.921328599467379,2.7866398530556133,2.880799541774893
aliyun_cn_beijing,aliyun,cn-beijing,download,1,4,4,0,0.0,0.5540058499900624,0.051821499083487405,0.55221105000237,0.6025623400113546,0.6063323200098238,0.5014989999472164,0.6101023000082932,1.8169213231709578,1.6601961692710914,1.8172969939602752
aliyun_cn_beijing,aliyun,cn-beijing,download,5,4,4,0,0.0,0.6525233750144253,0.0572947185900434,0.6304024000128265,0.7078484400059097,0.7222211700107437,0.6126948000164703,0.7365939000155777,7.703962701651674,7.092513317219444,7.933590051582902
aliyun_cn_beijing,aliyun,cn-beijing,download,10,4,4,0,0.0,1.6424910749919945,1.9142847843261013,0.693598399986513,3.3692514700000182,3.9415551849990154,0.6689085999969393,4.513858899998013,11.500423865388758,5.845692295375089,14.418285279890888
aliyun_cn_beijing,aliyun,cn-beijing,upload,1,4,3,1,0.25,0.610778166699068,0.04197051906072604,0.590023500029929,0.6452707000309601,0.652176600031089,0.5832285000360571,0.6590825000312179,1.6422341120284822,1.552778139414921,1.6948477475037433
