workflow,quality_level,iteration,active_scenario_count,objective_value,max_violation,num_violated_scenarios,runtime_sec
workflow2,Q1,1,10000,3.402416591094418,29279.225107578182,3295,337.1106712079927
workflow2,Q1,2,12500,inf,0.0,0,162.46353399999498
