workflow,quality_level,iteration,active_scenario_count,objective_value,max_violation,num_violated_scenarios,runtime_sec
workflow1,Q3,1,10000,20.30082988430607,148900.87491904822,9497,36.5912243329949
workflow1,Q3,2,12500,inf,0.0,0,78.52427958299813
