initializer,status,train_scenario_count,validation_scenario_count,expected_cost,avg_latency,p95_latency,p99_latency,violation_rate,cvar_value,solver_runtime_sec,num_iterations,active_scenario_count,selection_feasible,selection_rank,error,workflow,quality_level
qbr,INFEASIBLE_REUSED_LAST_FEASIBLE,40000,10000,1.8052164923069547,4628.515322596954,9022.832351099714,11475.952387710655,0.0228,546.6609769301303,39.994889667010284,2.0,9932.0,True,"[0.0, 1.8052164923069547, 0.0228]",,workflow1,Q1
qbw,ERROR,40000,10000,,,,,,,,,,,,RuntimeError: Decomposition infeasible at iteration 1 (status=INFEASIBLE),workflow1,Q1
qbb,INFEASIBLE_REUSED_LAST_FEASIBLE,40000,10000,1.805185654182834,4904.185513766377,9799.65942345868,12987.928411495643,0.0586,1329.735755029055,49.696224792001885,2.0,10000.0,False,"[1.0, 0.0586, 1.805185654182834]",,workflow1,Q1
qbq,INFEASIBLE_REUSED_LAST_FEASIBLE,40000,10000,1.805185654182834,4904.185513766377,9799.65942345868,12987.928411495643,0.0586,1329.735755029055,29.9999445410067,2.0,10000.0,False,"[1.0, 0.0586, 1.805185654182834]",,workflow1,Q1
