run_id,node_id,provider,region,video_id,filename,object_key,input_uri,size_bytes,duration_sec,submit_start_ts,submit_end_ts,complete_ts,submit_wall_ms,job_elapsed_ms,client_wall_ms,poll_interval_sec,poll_count,job_id,status,shot_count,result_bytes,error_type,error_message
20260623_131238,aws_ap_southeast_1,aws,ap-southeast-1,-ZBsdK10Trs,-ZBsdK10Trs.mp4,profile/videos/-ZBsdK10Trs.mp4,s3://skyflow-prototype-aws-ap-southeast-1/profile/videos/-ZBsdK10Trs.mp4,12812931,49.272744,2026-06-23T05:12:38.464+00:00,2026-06-23T05:12:40.647+00:00,2026-06-23T05:13:12.330+00:00,2183,31682,33865,10,3,d8667c9f35de217b946a2a51ba063c7206346f6fb845fa892b3b0eece3dd23bc,success,66,272,,
20260623_131238,gcp_asia_east1,gcp,asia-east1,-ZBsdK10Trs,-ZBsdK10Trs.mp4,profile/videos/-ZBsdK10Trs.mp4,,12812931,49.272744,2026-06-23T05:13:58.056+00:00,,2026-06-23T05:13:58.056+00:00,,,,10,,,error,,,RetryError,"Timeout of 120.0s exceeded, last exception: 503 failed to connect to all addresses; last error: UNKNOWN: ipv4:216.239.34.223:443: tcp handshaker shutdown"
