workflow,quality_level,iteration,active_scenario_count,objective_value,max_violation,num_violated_scenarios,runtime_sec
workflow1,Q2,1,10000,2.499474070614518,701.0282390269135,6162,54.28588129999116
workflow1,Q2,2,12500,inf,0.0,0,12.738898899988271
