workflow,quality_level,logical_node,endpoint_id,provider,region,model_name
workflow2,Q1,Shot Detection,shot_detection_aliyun_cn-shanghai_q1,Aliyun,cn-shanghai,
workflow2,Q1,Video Split & Sample,video_split_and_sample_aliyun_cn-shanghai_q1,Aliyun,cn-shanghai,
workflow2,Q1,Video Caption,video_caption_azure_eastus_q1,Azure,eastus,Claude Haiku 4.5
workflow2,Q1,OCR,ocr_azure_westus2_q1,Azure,westus2,
workflow2,Q1,Label Detection,label_detection_aliyun_cn-shanghai_q1,Aliyun,cn-shanghai,
workflow2,Q1,Speech Transcription,speech_transcription_aliyun_cn-shanghai_q1,Aliyun,cn-shanghai,
workflow2,Q1,Database,database_aliyun_cn-shanghai_q1,Aliyun,cn-shanghai,
workflow2,Q1,Q/A,q_a_azure_westus2_q1,Azure,westus2,Claude Haiku 4.5
