workflow,quality_level,iteration,active_scenario_count,objective_value,max_violation,num_violated_scenarios,runtime_sec
workflow1,Q3,1,10000,20.448567660116375,149485.02149153673,4893,29.195228041993687
workflow1,Q3,2,12500,inf,0.0,0,13.525510000006761
