workflow,quality_level,iteration,active_scenario_count,objective_value,max_violation,num_violated_scenarios,runtime_sec
workflow2,Q2,1,10,4.145960028339892,0.0,0,0.004785917000845
workflow2,Q2,1,10,4.1199115339054835,0.0,0,0.0049156669992953
workflow2,Q2,1,10,3.7754328313481142,0.0,0,0.0190404579625464
workflow2,Q2,1,10,3.775453901943983,11.568776825302091,142,0.0225045419647358
workflow2,Q2,2,20,3.77545541454062,8.025890084535416,132,0.0327720409841276
workflow2,Q2,3,30,inf,3.810414809143367,81,0.037162167020142
workflow2,Q2,4,40,inf,2.15038909132803,71,0.0463565840036608
workflow2,Q2,5,50,inf,1.5660061548943958,61,0.0668406250188127
workflow2,Q2,6,60,inf,1.26850522875894,51,0.0776518750353716
workflow2,Q2,7,70,inf,0.9749966699914694,41,0.0925850420026108
workflow2,Q2,8,80,inf,0.5858251165900299,31,0.0878117909887805
workflow2,Q2,9,90,inf,0.4002415340700835,21,0.1169417499913834
workflow2,Q2,10,100,inf,0.2609861240107634,11,0.1057775830267928
workflow2,Q2,11,110,inf,0.0250078624106748,1,0.1249313330044969
workflow2,Q2,12,111,inf,0.0,0,0.1167039590072818
workflow2,Q2,1,10,3.775455377465601,0.6032161889388163,3,0.0217382090049795
workflow2,Q2,2,13,3.775453933935209,0.0,0,0.0249176670331507
workflow2,Q2,1,10,3.7754333460666145,0.0,0,0.0218007920193485
workflow2,Q2,1,50,3.772911221605209,0.7875624381594983,2,0.0543377919821068
workflow2,Q2,2,52,3.772913045980741,2.228386515977045,1,0.066415625042282
workflow2,Q2,3,53,3.7729115915114626,0.0,0,0.0689786670263856
workflow2,Q2,1,50,3.772933796598573,0.0,0,0.06463574996450916
