node_id,provider,region,direction,size_mib,sample_count,success_count,failure_count,failure_rate,elapsed_sec_mean,elapsed_sec_std,elapsed_sec_p50,elapsed_sec_p90,elapsed_sec_p95,elapsed_sec_min,elapsed_sec_max,throughput_mib_per_sec_mean,throughput_mib_per_sec_p10,throughput_mib_per_sec_p50
aliyun_ap_southeast_1,aliyun,ap-southeast-1,download,1,1,1,0,0.0,2.1763753999839537,nan,2.1763753999839537,2.1763753999839537,2.1763753999839537,2.1763753999839537,2.1763753999839537,0.4594795548632708,0.4594795548632708,0.4594795548632708
aliyun_ap_southeast_1,aliyun,ap-southeast-1,upload,1,1,1,0,0.0,2.407378699979745,nan,2.407378699979745,2.407378699979745,2.407378699979745,2.407378699979745,2.407378699979745,0.41538956874895244,0.41538956874895244,0.41538956874895244
aliyun_cn_beijing,aliyun,cn-beijing,download,1,1,1,0,0.0,0.4805703000165522,nan,0.4805703000165522,0.4805703000165522,0.4805703000165522,0.4805703000165522,0.4805703000165522,2.080861010273746,2.080861010273746,2.080861010273746
aliyun_cn_beijing,aliyun,cn-beijing,upload,1,1,1,0,0.0,0.5677374999504536,nan,0.5677374999504536,0.5677374999504536,0.5677374999504536,0.5677374999504536,0.5677374999504536,1.7613773972782665,1.7613773972782665,1.7613773972782665
aliyun_cn_shanghai,aliyun,cn-shanghai,download,1,1,1,0,0.0,0.29786339995916933,nan,0.29786339995916933,0.29786339995916933,0.29786339995916933,0.29786339995916933,0.29786339995916933,3.3572436228723586,3.3572436228723586,3.3572436228723586
aliyun_cn_shanghai,aliyun,cn-shanghai,upload,1,1,1,0,0.0,0.4017102000070736,nan,0.4017102000070736,0.4017102000070736,0.4017102000070736,0.4017102000070736,0.4017102000070736,2.489356755149337,2.489356755149337,2.489356755149337
aliyun_us_east_1,aliyun,us-east-1,download,1,1,1,0,0.0,2.780837700003758,nan,2.780837700003758,2.780837700003758,2.780837700003758,2.780837700003758,2.780837700003758,0.35960387044473996,0.35960387044473996,0.35960387044473996
aliyun_us_east_1,aliyun,us-east-1,upload,1,1,1,0,0.0,3.725383299984969,nan,3.725383299984969,3.725383299984969,3.725383299984969,3.725383299984969,3.725383299984969,0.26842875470130406,0.26842875470130406,0.26842875470130406
aws_ap_southeast_1,aws,ap-southeast-1,download,1,1,1,0,0.0,2.435616899980232,nan,2.435616899980232,2.435616899980232,2.435616899980232,2.435616899980232,2.435616899980232,0.41057360047391533,0.41057360047391533,0.41057360047391533
aws_ap_southeast_1,aws,ap-southeast-1,upload,1,1,1,0,0.0,3.181968000018969,nan,3.181968000018969,3.181968000018969,3.181968000018969,3.181968000018969,3.181968000018969,0.31427091661325274,0.31427091661325274,0.31427091661325274
aws_eu_central_1,aws,eu-central-1,download,1,1,1,0,0.0,23.23595869995188,nan,23.23595869995188,23.23595869995188,23.23595869995188,23.23595869995188,23.23595869995188,0.043036743734704216,0.043036743734704216,0.043036743734704216
aws_eu_central_1,aws,eu-central-1,upload,1,1,1,0,0.0,33.125663099985104,nan,33.125663099985104,33.125663099985104,33.125663099985104,33.125663099985104,33.125663099985104,0.030188074936994987,0.030188074936994987,0.030188074936994987
aws_us_east_2,aws,us-east-2,download,1,1,1,0,0.0,4.12924550002208,nan,4.12924550002208,4.12924550002208,4.12924550002208,4.12924550002208,4.12924550002208,0.24217499298471182,0.24217499298471182,0.24217499298471182
aws_us_east_2,aws,us-east-2,upload,1,1,1,0,0.0,3.3608285000082105,nan,3.3608285000082105,3.3608285000082105,3.3608285000082105,3.3608285000082105,3.3608285000082105,0.297545679583935,0.297545679583935,0.297545679583935
aws_us_west_2,aws,us-west-2,download,1,1,1,0,0.0,3.5999812000081874,nan,3.5999812000081874,3.5999812000081874,3.5999812000081874,3.5999812000081874,3.5999812000081874,0.2777792284020055,0.2777792284020055,0.2777792284020055
aws_us_west_2,aws,us-west-2,upload,1,1,1,0,0.0,40.49117059999844,nan,40.49117059999844,40.49117059999844,40.49117059999844,40.49117059999844,40.49117059999844,0.024696742158401282,0.024696742158401282,0.024696742158401282
gcp_asia_east1,gcp,asia-east1,download,1,1,1,0,0.0,5.632374999986496,nan,5.632374999986496,5.632374999986496,5.632374999986496,5.632374999986496,5.632374999986496,0.17754499656049139,0.17754499656049139,0.17754499656049139
gcp_asia_east1,gcp,asia-east1,upload,1,1,1,0,0.0,5.737598399980925,nan,5.737598399980925,5.737598399980925,5.737598399980925,5.737598399980925,5.737598399980925,0.1742889498859531,0.1742889498859531,0.1742889498859531
gcp_europe_west1,gcp,europe-west1,download,1,1,1,0,0.0,8.886015500000212,nan,8.886015500000212,8.886015500000212,8.886015500000212,8.886015500000212,8.886015500000212,0.11253637808756647,0.11253637808756647,0.11253637808756647
gcp_europe_west1,gcp,europe-west1,upload,1,1,1,0,0.0,9.001441099971998,nan,9.001441099971998,9.001441099971998,9.001441099971998,9.001441099971998,9.001441099971998,0.11109332260176771,0.11109332260176771,0.11109332260176771
gcp_us_east1,gcp,us-east1,download,1,1,1,0,0.0,7.032099600008223,nan,7.032099600008223,7.032099600008223,7.032099600008223,7.032099600008223,7.032099600008223,0.1422050393027469,0.1422050393027469,0.1422050393027469
gcp_us_east1,gcp,us-east1,upload,1,1,1,0,0.0,9.260765700018965,nan,9.260765700018965,9.260765700018965,9.260765700018965,9.260765700018965,9.260765700018965,0.10798243173325853,0.10798243173325853,0.10798243173325853
gcp_us_west1,gcp,us-west1,download,1,1,1,0,0.0,7.449909399962053,nan,7.449909399962053,7.449909399962053,7.449909399962053,7.449909399962053,7.449909399962053,0.13422982029890104,0.13422982029890104,0.13422982029890104
gcp_us_west1,gcp,us-west1,upload,1,1,1,0,0.0,8.052100600034464,nan,8.052100600034464,8.052100600034464,8.052100600034464,8.052100600034464,8.052100600034464,0.12419119552427349,0.12419119552427349,0.12419119552427349
