workflow,quality_level,logical_node,endpoint_id,provider,region,model_name
workflow1,Q2,Shot Detection,shot_detection_aliyun_cn-shanghai_q2,Aliyun,cn-shanghai,
workflow1,Q2,Video Split & Sample,video_split_and_sample_azure_eastus_q2,Azure,eastus,
workflow1,Q2,Video Caption,video_caption_aws_us-west-2_q2,AWS,us-west-2,Claude Sonnet 4.5
workflow1,Q2,Q/A,q_a_anthropic_global_q2,Anthropic,global,Claude Sonnet 4.5
