workflow,quality_level,iteration,active_scenario_count,objective_value,max_violation,num_violated_scenarios,runtime_sec
workflow2,Q3,1,2000,8.67055925844321,8.720930227448905,439,62.35094020003453
workflow2,Q3,2,2439,8.670559264070366,0.0,0,102.80352980003227
