workflow,quality_level,logical_node,endpoint_id,provider,region,model_name
workflow1,Q1,Shot Detection,shot_detection_aliyun_cn-shanghai_q1,Aliyun,cn-shanghai,
workflow1,Q1,Video Split & Sample,video_split_and_sample_azure_eastus_q1,Azure,eastus,
workflow1,Q1,Video Caption,video_caption_aws_us-east-2_q1,AWS,us-east-2,Claude Haiku 4.5
workflow1,Q1,Q/A,q_a_anthropic_global_q1,Anthropic,global,Claude Haiku 4.5
