workflow,quality_level,logical_node,endpoint_id,provider,region,model_name
workflow2,Q1,Shot Detection,shot_detection_aliyun_cn-shanghai_q1,Aliyun,cn-shanghai,
workflow2,Q1,Video Split & Sample,video_split_and_sample_aliyun_cn-shanghai_q1,Aliyun,cn-shanghai,
workflow2,Q1,Video Caption,video_caption_aws_ap-southeast-1_q1,AWS,ap-southeast-1,Claude Haiku 4.5
workflow2,Q1,OCR,ocr_aws_ap-southeast-1_q1,AWS,ap-southeast-1,
workflow2,Q1,Label Detection,label_detection_aliyun_cn-shanghai_q1,Aliyun,cn-shanghai,
workflow2,Q1,Speech Transcription,speech_transcription_aliyun_cn-shanghai_q1,Aliyun,cn-shanghai,
workflow2,Q1,Database,database_aliyun_cn-shanghai_q1,Aliyun,cn-shanghai,
workflow2,Q1,Q/A,q_a_anthropic_global_q1,Anthropic,global,Claude Haiku 4.5
