run_id,node_id,provider,region,video_id,filename,object_key,input_uri,size_bytes,duration_sec,submit_start_ts,submit_end_ts,complete_ts,submit_wall_ms,job_elapsed_ms,client_wall_ms,poll_interval_sec,poll_count,job_id,status,shot_count,result_bytes,error_type,error_message
20260623_131211,aliyun_cn_shanghai,aliyun,cn-shanghai,-ZBsdK10Trs,-ZBsdK10Trs.mp4,profile/videos/-ZBsdK10Trs.mp4,oss://skyflow-prototype-aliyun-cn-shanghai/profile/videos/-ZBsdK10Trs.mp4,12812931,49.272744,2026-06-23T05:12:11.148+00:00,2026-06-23T05:12:11.494+00:00,2026-06-23T05:12:21.768+00:00,346,10274,10620,10,1,4B315347-789B-5B69-B800-642B8E0FD8C7,success,,285,,
