workflow,quality_level,query_id,budget_factor,baseline_aggregation,budget_baseline,baseline_p95_selected,baseline_p95_min,baseline_p95_max,sla_sec_old,sla_sec_new,p95_single_cloud,p95_greedy,p95_dpgm,p95_mtgp
workflow1,Q1,workflow1_Q1_q0044,1.0,max,greedy,4389.43707989018,3931.878935561329,4389.43707989018,4389.43707989018,4389.43707989018,4109.281766765732,4389.43707989018,4389.43707989018,3931.878935561329
workflow1,Q1,workflow1_Q1_q0045,1.0,max,greedy,2224.451522050219,1983.6195577844776,2224.451522050219,2224.451522050219,2224.451522050219,2083.6396761591022,2224.451522050219,2224.451522050219,1983.6195577844776
workflow1,Q1,workflow1_Q1_q0046,1.0,max,greedy,11550.589477893873,10457.842567736972,11550.589477893873,11550.589477893873,11550.589477893873,11062.0168531587,11550.589477893873,11550.589477893873,10457.842567736972
workflow1,Q1,workflow1_Q1_q0047,1.0,max,greedy,2319.913257477665,2091.478716959342,2319.913257477665,2319.913257477665,2319.913257477665,2224.2142002938667,2319.913257477665,2319.913257477665,2091.478716959342
workflow1,Q1,workflow1_Q1_q0048,1.0,max,greedy,4063.0069662382393,3621.5107085547834,4063.0069662382393,4063.0069662382393,4063.0069662382393,3901.802325317908,4063.0069662382393,4063.0069662382393,3621.5107085547834
workflow1,Q1,workflow1_Q1_q0049,1.0,max,greedy,2185.192179380027,1972.9947902385247,2185.192179380027,2185.192179380027,2185.192179380027,2048.9369502752143,2185.192179380027,2185.192179380027,1972.9947902385247
workflow1,Q1,workflow1_Q1_q0050,1.0,max,greedy,1888.1620955280293,1681.3808300555015,1888.1620955280293,1888.162095528029,1888.1620955280293,1735.74251308016,1888.1620955280293,1888.1620955280293,1681.3808300555015
workflow1,Q1,workflow1_Q1_q0051,1.0,max,greedy,625.2432564712375,558.6861821472887,625.2432564712375,625.2432564712375,625.2432564712375,574.5497317678132,625.2432564712375,625.2432564712375,558.6861821472887
workflow1,Q1,workflow1_Q1_q0052,1.0,max,greedy,945.690458361589,855.9508218705931,945.690458361589,945.690458361589,945.690458361589,900.110473020787,945.690458361589,945.690458361589,855.9508218705931
workflow1,Q1,workflow1_Q1_q0053,1.0,max,greedy,2737.9664308400615,2435.5674545752186,2737.9664308400615,2737.9664308400615,2737.9664308400615,2531.4201712988897,2737.9664308400615,2737.9664308400615,2435.5674545752186
workflow1,Q1,workflow1_Q1_q0054,1.0,max,greedy,1031.746959309445,911.5655145521433,1031.746959309445,1031.746959309445,1031.746959309445,986.9235266784859,1031.746959309445,1031.746959309445,911.5655145521433
workflow1,Q1,workflow1_Q1_q0055,1.0,max,greedy,7946.907903863799,7108.354112812118,7946.907903863799,7946.907903863799,7946.907903863799,7439.076025909629,7946.907903863799,7946.907903863799,7108.354112812118
workflow1,Q1,workflow1_Q1_q0056,1.0,max,greedy,9057.066788932483,8097.38790477431,9057.066788932483,9057.066788932483,9057.066788932483,8493.967929120845,9057.066788932483,9057.066788932483,8097.38790477431
workflow1,Q1,workflow1_Q1_q0057,1.0,max,greedy,4655.132270249263,4241.528187209578,4655.132270249263,4655.132270249263,4655.132270249263,4534.29202868063,4655.132270249263,4655.132270249263,4241.528187209578
workflow1,Q1,workflow1_Q1_q0058,1.0,max,greedy,4837.662643276758,4267.9088614384145,4837.662643276758,4837.662643276758,4837.662643276758,4508.455983871278,4837.662643276758,4837.662643276758,4267.9088614384145
workflow1,Q1,workflow1_Q1_q0059,1.0,max,greedy,7324.2413368273465,6518.349975744278,7324.2413368273465,7324.241336827347,7324.2413368273465,6708.884692496113,7324.2413368273465,7324.2413368273465,6518.349975744278
workflow1,Q1,workflow1_Q1_q0060,1.0,max,greedy,10897.219339442981,9826.208062953543,10897.219339442981,10897.21933944298,10897.219339442981,10440.89087843111,10897.219339442981,10897.219339442981,9826.208062953543
workflow1,Q1,workflow1_Q1_q0061,1.0,max,greedy,10914.900942597696,9785.488881020412,10914.900942597696,10914.900942597696,10914.900942597696,10474.29237084092,10914.900942597696,10914.900942597696,9785.488881020412
workflow1,Q1,workflow1_Q1_q0062,1.0,max,greedy,781.4277399650887,712.6124122844584,781.4277399650887,781.4277399650887,781.4277399650887,728.072433516122,781.4277399650887,781.4277399650887,712.6124122844584
