workflow,quality_level,query_id,budget_factor,best_baseline,baseline_p90_min,sla_sec_old,sla_sec_new,p90_greedy,p90_murakkab_profile,p90_single_cloud
workflow1,Q1,workflow1_Q1_q0000,1.1,greedy,80.70950882859323,1629.7365797476405,88.78045971145256,80.70950882859323,82.74545347663928,88.99385134988616
workflow1,Q1,workflow1_Q1_q0001,1.1,greedy,118.5605770367131,2117.095993044325,130.4166347403844,118.5605770367131,127.0462130251615,136.0712990374167
workflow1,Q1,workflow1_Q1_q0002,1.1,greedy,99.63090946458844,1896.2102295318768,109.59400041104729,99.63090946458844,105.39551572240856,112.35545513462141
workflow1,Q1,workflow1_Q1_q0003,1.1,greedy,69.17078426315243,1468.331146273549,76.08786268946767,69.17078426315243,69.92942281233124,74.66863747245253
workflow1,Q1,workflow1_Q1_q0004,1.1,greedy,112.6077170300745,2074.842193817066,123.86848873308196,112.6077170300745,118.57389695162132,126.5056492743866
workflow1,Q1,workflow1_Q1_q0005,1.1,greedy,77.0289312489234,1577.1589834817812,84.73182437381574,77.0289312489234,78.81570298318722,84.42812307994295
workflow1,Q1,workflow1_Q1_q0006,1.1,greedy,116.11504682399291,2075.3978457480425,127.72655150639221,116.11504682399291,123.3803815299947,131.9524582392587
workflow1,Q1,workflow1_Q1_q0007,1.1,greedy,74.61561335326869,1528.7584400032408,82.07717468859556,74.61561335326869,76.09671238299896,81.27548571027228
workflow1,Q1,workflow1_Q1_q0008,1.1,greedy,93.4527691359596,1816.055767370785,102.79804604955557,93.4527691359596,99.1271963842239,105.91890069132286
workflow1,Q1,workflow1_Q1_q0009,1.1,greedy,81.32551366986544,1625.3829067993645,89.45806503685199,81.32551366986544,83.76899914974675,89.54822849248099
workflow1,Q1,workflow1_Q1_q0010,1.1,greedy,64.89925861139486,1504.977500044496,71.38918447253435,64.89925861139486,66.66415627213235,71.42963562463834
workflow1,Q1,workflow1_Q1_q0011,1.1,greedy,115.61674451801906,2108.1457563014637,127.17841896982098,115.61674451801906,124.35914281023248,133.4522515219795
