workflow,quality_level,query_id,budget_factor,budget_baseline,baseline_p90_max,sla_sec_old,sla_sec_new,p90_greedy,p90_murakkab_profile,p90_single_cloud
workflow1,Q2,workflow1_Q2_q0140,1.0,murakkab_profile,4917.914424010374,16409.260456012744,4917.914424010374,4341.6467922383745,4917.914424010374,4870.340568238612
workflow1,Q2,workflow1_Q2_q0141,1.0,murakkab_profile,5216.182013765625,13154.88207452498,5216.182013765625,4759.3580506442295,5216.182013765625,4965.864865352218
workflow1,Q2,workflow1_Q2_q0142,1.0,murakkab_profile,7960.323134633483,21876.697931364324,7960.323134633483,7185.153401769336,7960.323134633483,7693.43762026352
workflow1,Q2,workflow1_Q2_q0143,1.0,murakkab_profile,4751.514771175925,9766.680711158882,4751.514771175925,4421.657063252861,4751.514771175925,4417.4350416442985
workflow1,Q2,workflow1_Q2_q0144,1.0,murakkab_profile,9716.385528268052,19692.99436637578,9716.385528268052,9017.44894658208,9716.385528268052,9053.642281618355
workflow1,Q2,workflow1_Q2_q0145,1.0,murakkab_profile,935.3411868919832,2929.3095628978444,935.3411868919832,861.1723680464522,935.3411868919832,881.2945103017648
workflow1,Q2,workflow1_Q2_q0146,1.0,murakkab_profile,7997.160271967455,17576.787903779503,7997.160271967455,7382.1096816872605,7997.160271967455,7519.854849693601
workflow1,Q2,workflow1_Q2_q0147,1.0,murakkab_profile,8553.725647357658,23055.42143490733,8553.725647357658,7730.564643506466,8553.725647357658,8231.714234231433
workflow1,Q2,workflow1_Q2_q0148,1.0,murakkab_profile,10433.18471216944,19929.561593226474,10433.18471216944,9726.990423693915,10433.18471216944,9664.864610222858
workflow1,Q2,workflow1_Q2_q0149,1.0,murakkab_profile,6438.520685925298,14047.281587076122,6438.520685925298,5950.965076000064,6438.520685925298,6037.1329450600315
workflow1,Q2,workflow1_Q2_q0150,1.0,murakkab_profile,6671.246044965099,15085.230376545478,6671.246044965099,6149.512637756224,6671.246044965099,6270.070740864745
workflow1,Q2,workflow1_Q2_q0151,1.0,murakkab_profile,3663.929282879114,9058.76515616728,3663.929282879114,3361.3427054800723,3663.929282879114,3463.749996149943
workflow1,Q2,workflow1_Q2_q0152,1.0,murakkab_profile,7434.576336911822,16246.976012144709,7434.576336911822,6864.657001036635,7434.576336911822,6966.747363308616
workflow1,Q2,workflow1_Q2_q0153,1.0,murakkab_profile,7750.547769108305,18250.317861475312,7750.547769108305,7103.930999292011,7750.547769108305,7345.0806773733
workflow1,Q2,workflow1_Q2_q0154,1.0,murakkab_profile,9810.224036896147,23270.961924153587,9810.224036896147,8981.882682226787,9810.224036896147,9325.657977135843
workflow1,Q2,workflow1_Q2_q0155,1.0,murakkab_profile,5009.251067820254,12125.659070480042,5009.251067820254,4595.352941809115,5009.251067820254,4752.365671241127
workflow1,Q2,workflow1_Q2_q0156,1.0,murakkab_profile,889.9300246970884,2624.4270454164607,889.9300246970884,825.5779509732645,889.9300246970884,823.54422525519
workflow1,Q2,workflow1_Q2_q0157,1.0,murakkab_profile,4962.790656522559,14404.123731283356,4962.790656522559,4461.449728488557,4962.790656522559,4815.377599462597
workflow1,Q2,workflow1_Q2_q0158,1.0,murakkab_profile,1803.3726531270397,3896.375681082058,1803.3726531270397,1695.5223464950361,1803.3726531270397,1648.7170941152635
workflow1,Q2,workflow1_Q2_q0159,1.0,murakkab_profile,2206.1178192913085,6667.26488232422,2206.1178192913085,1992.4118668992742,2206.1178192913085,2125.7419099782373
workflow1,Q2,workflow1_Q2_q0160,1.0,murakkab_profile,2570.4052281721774,8518.658515488878,2570.4052281721774,2291.3265726608483,2570.4052281721774,2515.505749330777
workflow1,Q2,workflow1_Q2_q0161,1.0,murakkab_profile,7070.490696044245,17382.839799634952,7070.490696044245,6461.49173302389,7070.490696044245,6725.471348413975
workflow1,Q2,workflow1_Q2_q0162,1.0,murakkab_profile,2436.922476854898,5323.987721848578,2436.922476854898,2275.5041481362096,2436.922476854898,2258.467119248836
workflow1,Q2,workflow1_Q2_q0163,1.0,murakkab_profile,1763.1305336035307,4926.114813091503,1763.1305336035307,1614.4891647394338,1763.1305336035307,1673.2010677901308
workflow1,Q2,workflow1_Q2_q0164,1.0,murakkab_profile,739.9624304842799,2264.3545298254116,739.9624304842799,688.1743539162889,739.9624304842799,679.6305330521202
workflow1,Q2,workflow1_Q2_q0165,1.0,murakkab_profile,8297.66990709019,20516.651857462297,8297.66990709019,7572.099022701758,8297.66990709019,7901.1903142839565
workflow1,Q2,workflow1_Q2_q0166,1.0,murakkab_profile,6416.945606439302,16555.932283822334,6416.945606439302,5838.315977459965,6416.945606439302,6144.445398468779
workflow1,Q2,workflow1_Q2_q0167,1.0,murakkab_profile,578.593153770305,2153.7802895828263,578.593153770305,530.7152053238925,578.593153770305,556.8666526564247
workflow1,Q2,workflow1_Q2_q0168,1.0,murakkab_profile,593.5758282090549,1896.963393194312,593.5758282090549,556.2691623150091,593.5758282090549,553.0980479537908
workflow1,Q2,workflow1_Q2_q0169,1.0,murakkab_profile,5418.647232635745,13584.726134272576,5418.647232635745,4950.665962856812,5418.647232635745,5166.264553915842
workflow1,Q2,workflow1_Q2_q0170,1.0,murakkab_profile,4172.120668539291,7499.569333954607,4172.120668539291,3929.5668552311204,4172.120668539291,3814.8085302182976
workflow1,Q2,workflow1_Q2_q0171,1.0,murakkab_profile,7884.963173385951,14423.260221293198,7884.963173385951,7384.21649901212,7884.963173385951,7255.295315756271
workflow1,Q2,workflow1_Q2_q0172,1.0,murakkab_profile,4681.440089360288,10850.654917393593,4681.440089360288,4309.257907407948,4681.440089360288,4417.584586655482
workflow1,Q2,workflow1_Q2_q0173,1.0,murakkab_profile,11000.166144821773,21620.077279349924,11000.166144821773,10231.245223562,11000.166144821773,10217.104446416388
workflow1,Q2,workflow1_Q2_q0174,1.0,murakkab_profile,2929.074059381315,7615.803358196184,2929.074059381315,2680.086718654505,2929.074059381315,2788.8112924848497
workflow1,Q2,workflow1_Q2_q0175,1.0,murakkab_profile,7681.6408338531655,16239.48691160368,7681.6408338531655,7112.902368342469,7681.6408338531655,7175.611748191579
workflow1,Q2,workflow1_Q2_q0176,1.0,murakkab_profile,701.5372324836991,2464.667837983261,701.5372324836991,646.7290386267043,701.5372324836991,665.1595828808341
workflow1,Q2,workflow1_Q2_q0177,1.0,murakkab_profile,8164.065399583498,22337.32066165426,8164.065399583498,7371.547603726456,8164.065399583498,7891.180209121777
workflow1,Q2,workflow1_Q2_q0178,1.0,murakkab_profile,8630.249832949557,22885.961941562404,8630.249832949557,7820.790160663056,8630.249832949557,8322.376232148728
workflow1,Q2,workflow1_Q2_q0179,1.0,murakkab_profile,6506.032081048932,17560.118062320173,6506.032081048932,5889.5194785983,6506.032081048932,6250.082378951566
workflow1,Q2,workflow1_Q2_q0180,1.0,murakkab_profile,6498.998402559002,11525.15462961068,6498.998402559002,6106.061062302132,6498.998402559002,5968.233611979127
workflow1,Q2,workflow1_Q2_q0181,1.0,murakkab_profile,2363.9672897162445,6121.385425735194,2363.9672897162445,2169.630260398402,2363.9672897162445,2231.0845038683356
workflow1,Q2,workflow1_Q2_q0182,1.0,murakkab_profile,7502.836440474649,19178.51633187427,7502.836440474649,6826.898456217428,7502.836440474649,7188.92178728601
workflow1,Q2,workflow1_Q2_q0183,1.0,murakkab_profile,8938.481707170988,17500.167061780357,8938.481707170988,8321.600610978563,8938.481707170988,8305.914203618087
workflow1,Q2,workflow1_Q2_q0184,1.0,murakkab_profile,1626.6919054519485,6164.5901927848545,1626.6919054519485,1431.722126307746,1626.6919054519485,1619.8143848796874
workflow1,Q2,workflow1_Q2_q0185,1.0,murakkab_profile,4141.5484884370035,11216.705829696586,4141.5484884370035,3760.620551868498,4141.5484884370035,3969.772383699785
workflow1,Q2,workflow1_Q2_q0186,1.0,murakkab_profile,6139.634964800273,11471.968793199589,6139.634964800273,5749.26075088317,6139.634964800273,5655.084447605958
workflow1,Q2,workflow1_Q2_q0187,1.0,murakkab_profile,10055.788808588883,19484.6960844736,10055.788808588883,9366.693162212803,10055.788808588883,9338.623469353086
workflow1,Q2,workflow1_Q2_q0188,1.0,murakkab_profile,7531.208477950973,16343.043386327878,7531.208477950973,6958.6162480239955,7531.208477950973,7078.701745229252
workflow1,Q2,workflow1_Q2_q0189,1.0,murakkab_profile,6749.49098943495,15446.661573220426,6749.49098943495,6209.8614855508995,6749.49098943495,6367.011237020467
workflow1,Q2,workflow1_Q2_q0190,1.0,murakkab_profile,6582.648231354718,15593.42199731568,6582.648231354718,6040.8246520187795,6582.648231354718,6228.163328381853
workflow1,Q2,workflow1_Q2_q0191,1.0,murakkab_profile,2536.838943396554,7233.713904311997,2536.838943396554,2302.085201563696,2536.838943396554,2434.1179875887715
workflow1,Q2,workflow1_Q2_q0192,1.0,murakkab_profile,3727.5194488030265,9464.715177233527,3727.5194488030265,3409.910886789622,3727.5194488030265,3530.1882536614794
workflow1,Q2,workflow1_Q2_q0193,1.0,murakkab_profile,696.9945818650299,2279.736953025975,696.9945818650299,645.3936609520198,696.9945818650299,663.5056990902108
workflow1,Q2,workflow1_Q2_q0194,1.0,murakkab_profile,7931.5556570696435,18614.928339323866,7931.5556570696435,7276.137815953645,7931.5556570696435,7512.773635437964
workflow1,Q2,workflow1_Q2_q0195,1.0,murakkab_profile,5384.653859658669,10815.265168589602,5384.653859658669,5017.185933124278,5384.653859658669,4995.709241639966
workflow1,Q2,workflow1_Q2_q0196,1.0,murakkab_profile,3456.8286394853735,10930.739555960316,3456.8286394853735,3086.601552566643,3456.8286394853735,3387.7432693775727
workflow1,Q2,workflow1_Q2_q0197,1.0,murakkab_profile,3097.830228537109,6680.293332209865,3097.830228537109,2883.0378454159722,3097.830228537109,2885.343591473103
workflow1,Q2,workflow1_Q2_q0198,1.0,murakkab_profile,2311.1355381787494,5888.544287880706,2311.1355381787494,2125.1592223235107,2311.1355381787494,2176.7143501666633
workflow1,Q2,workflow1_Q2_q0199,1.0,murakkab_profile,5477.008981039227,14227.037950947915,5477.008981039227,4981.281571397629,5477.008981039227,5231.42091930646
workflow1,Q2,workflow1_Q2_q0200,1.0,murakkab_profile,2412.8908347738356,6398.154519535801,2412.8908347738356,2209.710214356332,2412.8908347738356,2302.9003471800006
workflow1,Q2,workflow1_Q2_q0201,1.0,murakkab_profile,847.8196828856774,2688.4383575223565,847.8196828856774,782.0398793386323,847.8196828856774,804.2682321853675
workflow1,Q2,workflow1_Q2_q0202,1.0,murakkab_profile,9097.583706005475,18186.677172263066,9097.583706005475,8456.796372944043,9097.583706005475,8466.927017664482
workflow1,Q2,workflow1_Q2_q0203,1.0,murakkab_profile,3900.5015607654054,9569.568691295884,3900.5015607654054,3582.368500927,3900.5015607654054,3685.8578233182725
workflow1,Q2,workflow1_Q2_q0204,1.0,murakkab_profile,3140.232586444955,9652.561444597022,3140.232586444955,2813.69850314938,3140.232586444955,3059.2901360484484
workflow1,Q2,workflow1_Q2_q0205,1.0,murakkab_profile,4488.539214274718,10778.245310622737,4488.539214274718,4122.329885081382,4488.539214274718,4246.839616315376
workflow1,Q2,workflow1_Q2_q0206,1.0,murakkab_profile,7126.263986132692,19234.23525103246,7126.263986132692,6447.686562807542,7126.263986132692,6858.6202464586995
workflow1,Q2,workflow1_Q2_q0207,1.0,murakkab_profile,3827.1847962353154,8343.622257377781,3827.1847962353154,3551.757880952552,3827.1847962353154,3575.2301069074674
workflow1,Q2,workflow1_Q2_q0208,1.0,murakkab_profile,6558.866190084461,17977.9649693833,6558.866190084461,5929.795000745722,6558.866190084461,6323.731535664119
workflow1,Q2,workflow1_Q2_q0209,1.0,murakkab_profile,9133.35484786168,21977.779883838404,9133.35484786168,8356.229533858475,9133.35484786168,8685.300509275457
workflow1,Q2,workflow1_Q2_q0210,1.0,murakkab_profile,6306.543526768057,15836.721999496844,6306.543526768057,5757.249924125592,6306.543526768057,6033.399480794243
workflow1,Q2,workflow1_Q2_q0211,1.0,murakkab_profile,4746.503320027284,10786.240145357504,4746.503320027284,4380.483006662862,4746.503320027284,4455.491723721354
workflow1,Q2,workflow1_Q2_q0212,1.0,murakkab_profile,7353.4401834521195,17752.168234121476,7353.4401834521195,6730.613896916324,7353.4401834521195,6984.612277179972
workflow1,Q2,workflow1_Q2_q0213,1.0,murakkab_profile,4451.799096209141,11363.955388526409,4451.799096209141,4065.4562312138023,4451.799096209141,4243.713658854425
workflow1,Q2,workflow1_Q2_q0214,1.0,murakkab_profile,4175.610287636709,10406.026559774546,4175.610287636709,3825.5471291792305,4175.610287636709,3976.321911422797
workflow1,Q2,workflow1_Q2_q0215,1.0,murakkab_profile,4261.70044771333,12848.902434069434,4261.70044771333,3817.6484539777584,4261.70044771333,4164.568050735853
workflow1,Q2,workflow1_Q2_q0216,1.0,murakkab_profile,3079.6065170418224,8274.988231025003,3079.6065170418224,2809.069018846245,3079.6065170418224,2941.5956839167097
workflow1,Q2,workflow1_Q2_q0217,1.0,murakkab_profile,1501.8817650193203,3570.8098910542462,1501.8817650193203,1402.6388226952706,1501.8817650193203,1388.8626530661393
workflow1,Q2,workflow1_Q2_q0218,1.0,murakkab_profile,4085.7029499374476,10415.38621977734,4085.7029499374476,3738.1560483962403,4085.7029499374476,3899.199232302913
workflow1,Q2,workflow1_Q2_q0219,1.0,murakkab_profile,1536.9719266169113,4002.8721610058624,1536.9719266169113,1422.188775041291,1536.9719266169113,1443.1211238246399
workflow1,Q2,workflow1_Q2_q0220,1.0,murakkab_profile,4168.098878540497,10318.1935320046,4168.098878540497,3821.636392737882,4168.098878540497,3955.4577197165354
workflow1,Q2,workflow1_Q2_q0221,1.0,murakkab_profile,5590.8534984473645,13546.369947520196,5590.8534984473645,5123.650603048038,5590.8534984473645,5292.833034637057
workflow1,Q2,workflow1_Q2_q0222,1.0,murakkab_profile,10221.839974128421,21783.116944638237,10221.839974128421,9447.954093477769,10221.839974128421,9571.812716831551
workflow1,Q2,workflow1_Q2_q0223,1.0,murakkab_profile,486.90452756304137,2071.7133980798326,486.90452756304137,442.3811555364829,486.90452756304137,454.6648594887562
workflow1,Q2,workflow1_Q2_q0224,1.0,murakkab_profile,4729.747804366301,14968.268174880091,4729.747804366301,4208.398206655653,4729.747804366301,4671.694625953565
workflow1,Q2,workflow1_Q2_q0225,1.0,murakkab_profile,4453.548369183816,11360.38144061443,4453.548369183816,4069.820427376721,4453.548369183816,4248.271476535551
workflow1,Q2,workflow1_Q2_q0226,1.0,murakkab_profile,384.2799434403494,1719.9843516705132,384.2799434403494,352.53276568608163,384.2799434403494,362.5911584398847
workflow1,Q2,workflow1_Q2_q0227,1.0,murakkab_profile,2602.0496299232836,6772.6683790736115,2602.0496299232836,2387.1862017270305,2602.0496299232836,2454.566995152819
workflow1,Q2,workflow1_Q2_q0228,1.0,murakkab_profile,1553.1450455936556,3884.5002635165856,1553.1450455936556,1443.087293250887,1553.1450455936556,1435.6102757229191
workflow1,Q2,workflow1_Q2_q0229,1.0,murakkab_profile,1891.5451854925736,6050.884192410982,1891.5451854925736,1704.0973921405362,1891.5451854925736,1836.7990439000248
workflow1,Q2,workflow1_Q2_q0230,1.0,murakkab_profile,3402.8895818647466,7324.067170026523,3402.8895818647466,3164.691902443917,3402.8895818647466,3164.1512486918646
workflow1,Q2,workflow1_Q2_q0231,1.0,murakkab_profile,4742.659130755216,10116.887059649767,4742.659130755216,4405.803245974541,4742.659130755216,4431.5659490517055
workflow1,Q2,workflow1_Q2_q0232,1.0,murakkab_profile,5114.475230715783,12931.676594617937,5114.475230715783,4667.478829743585,5114.475230715783,4869.129446190444
workflow1,Q2,workflow1_Q2_q0233,1.0,murakkab_profile,197.6481143954083,1295.3160011588072,197.6481143954083,184.43595351437654,197.6481143954083,184.56039764190209
workflow1,Q2,workflow1_Q2_q0234,1.0,murakkab_profile,2154.607407154274,4840.534165495247,2154.607407154274,2006.5731642536748,2154.607407154274,1997.6144548615457
workflow1,Q2,workflow1_Q2_q0235,1.0,murakkab_profile,1187.7582593598795,3335.3756564683367,1187.7582593598795,1099.738208938425,1187.7582593598795,1125.9614829938876
workflow1,Q2,workflow1_Q2_q0236,1.0,murakkab_profile,6781.61229021104,13386.377862853453,6781.61229021104,6320.790304164461,6781.61229021104,6279.131993769305
workflow1,Q2,workflow1_Q2_q0237,1.0,murakkab_profile,2859.72296245466,8525.158381597583,2859.72296245466,2579.6508097226156,2859.72296245466,2780.475049710933
workflow1,Q2,workflow1_Q2_q0238,1.0,murakkab_profile,4864.532116400185,13358.266710129064,4864.532116400185,4401.567696565214,4864.532116400185,4683.13192256348
workflow1,Q2,workflow1_Q2_q0239,1.0,murakkab_profile,3209.4549230739585,6161.709198372289,3209.4549230739585,3010.9450594686655,3209.4549230739585,2944.0264041784703
workflow1,Q2,workflow1_Q2_q0240,1.0,murakkab_profile,535.574877473368,1807.430161351064,535.574877473368,503.6388277255055,535.574877473368,495.9448845362293
workflow1,Q2,workflow1_Q2_q0241,1.0,murakkab_profile,8479.466169502104,22017.931719841792,8479.466169502104,7700.478077874924,8479.466169502104,8127.960331739749
workflow1,Q2,workflow1_Q2_q0242,1.0,murakkab_profile,1467.4185490309287,3660.2319125812674,1467.4185490309287,1366.2870628103246,1467.4185490309287,1366.8310662333217
workflow1,Q2,workflow1_Q2_q0243,1.0,murakkab_profile,1495.9558736732329,4069.022799458372,1495.9558736732329,1377.986260754674,1495.9558736732329,1391.574968847798
workflow1,Q2,workflow1_Q2_q0244,1.0,murakkab_profile,1734.6550649917747,4502.879142390711,1734.6550649917747,1600.7831215415306,1734.6550649917747,1634.7912043360552
workflow1,Q2,workflow1_Q2_q0245,1.0,murakkab_profile,11483.767446125767,22897.400120977753,11483.767446125767,10669.212093684615,11483.767446125767,10700.392404865348
workflow1,Q2,workflow1_Q2_q0246,1.0,murakkab_profile,5629.081637108177,14884.56988250612,5629.081637108177,5114.992644292448,5629.081637108177,5410.811211126147
workflow1,Q2,workflow1_Q2_q0247,1.0,murakkab_profile,5921.362316213777,14722.154520721902,5921.362316213777,5407.981350581847,5921.362316213777,5626.474255150093
workflow1,Q2,workflow1_Q2_q0248,1.0,murakkab_profile,12283.712587354592,23016.87491776308,12283.712587354592,11465.166402596764,12283.712587354592,11375.152889169094
workflow1,Q2,workflow1_Q2_q0249,1.0,murakkab_profile,1206.214986621834,3222.38093912093,1206.214986621834,1120.0750078714295,1206.214986621834,1138.6593244332319
workflow1,Q2,workflow1_Q2_q0250,1.0,murakkab_profile,9425.612341071068,22748.08891850816,9425.612341071068,8620.954012947974,9425.612341071068,8971.506605337867
workflow1,Q2,workflow1_Q2_q0251,1.0,murakkab_profile,2427.78811127299,5769.235704038123,2427.78811127299,2247.6349687179427,2427.78811127299,2284.453094578013
workflow1,Q2,workflow1_Q2_q0252,1.0,murakkab_profile,5630.691619548437,15003.815188244796,5630.691619548437,5107.943475964365,5630.691619548437,5395.653560960094
workflow1,Q2,workflow1_Q2_q0253,1.0,murakkab_profile,4231.94458771951,10530.67148679497,4231.94458771951,3871.896008723914,4231.94458771951,4027.9934683606275
workflow1,Q2,workflow1_Q2_q0254,1.0,murakkab_profile,3389.1208528647317,9734.454137689838,3389.1208528647317,3064.764778958531,3389.1208528647317,3276.6163123055258
workflow1,Q2,workflow1_Q2_q0255,1.0,murakkab_profile,8970.881488657906,21794.84360803768,8970.881488657906,8198.910009186364,8970.881488657906,8554.208576661082
workflow1,Q2,workflow1_Q2_q0256,1.0,murakkab_profile,2044.2068384955057,4561.956837773711,2044.2068384955057,1909.454803170148,2044.2068384955057,1884.949860673658
workflow1,Q2,workflow1_Q2_q0257,1.0,murakkab_profile,7336.359052270976,23245.411262581645,7336.359052270976,6510.56648908119,7336.359052270976,7258.070030892502
workflow1,Q2,workflow1_Q2_q0258,1.0,murakkab_profile,3311.439476580675,9628.089408743912,3311.439476580675,2986.8077479298986,3311.439476580675,3192.6931051836527
workflow1,Q2,workflow1_Q2_q0259,1.0,murakkab_profile,10398.870767527023,15570.22816954013,10398.870767527023,9855.343098227677,10398.870767527023,9431.41474283194
workflow1,Q2,workflow1_Q2_q0260,1.0,murakkab_profile,9197.835709743087,22602.776688333062,9197.835709743087,8398.674436133873,9197.835709743087,8765.99371036353
workflow1,Q2,workflow1_Q2_q0261,1.0,murakkab_profile,633.1928976729506,2542.8255466762776,633.1928976729506,576.185577969992,633.1928976729506,609.8811839654369
workflow1,Q2,workflow1_Q2_q0262,1.0,murakkab_profile,8522.774016606269,21610.200533600968,8522.774016606269,7753.659670452512,8522.774016606269,8150.347554158178
workflow1,Q2,workflow1_Q2_q0263,1.0,murakkab_profile,5048.2615616386565,13786.075593360987,5048.2615616386565,4570.373405523403,5048.2615616386565,4867.778961703511
workflow1,Q2,workflow1_Q2_q0264,1.0,murakkab_profile,7525.337628897995,16795.94182358663,7525.337628897995,6939.413173351396,7525.337628897995,7098.465299255078
workflow1,Q2,workflow1_Q2_q0265,1.0,murakkab_profile,1550.2331453165687,4560.997268211515,1550.2331453165687,1416.3498611874531,1550.2331453165687,1480.9211950230072
workflow1,Q2,workflow1_Q2_q0266,1.0,murakkab_profile,4900.557432025782,13027.49211950804,4900.557432025782,4452.695140761133,4900.557432025782,4704.78194268497
workflow1,Q2,workflow1_Q2_q0267,1.0,murakkab_profile,7643.696466704714,16115.38497454283,7643.696466704714,7082.435525986001,7643.696466704714,7143.393942693253
workflow1,Q2,workflow1_Q2_q0268,1.0,murakkab_profile,4507.371676828586,11327.593789248653,4507.371676828586,4123.058212967744,4507.371676828586,4287.904975393134
workflow1,Q2,workflow1_Q2_q0269,1.0,murakkab_profile,1773.6456843127164,4688.83087733412,1773.6456843127164,1636.0811413324923,1773.6456843127164,1675.924933540563
workflow1,Q2,workflow1_Q2_q0270,1.0,murakkab_profile,1879.8567398952293,6653.029998123309,1879.8567398952293,1666.1864690893315,1879.8567398952293,1855.6000828267754
workflow1,Q2,workflow1_Q2_q0271,1.0,murakkab_profile,7591.627390796286,20101.32673872823,7591.627390796286,6879.55082655461,7591.627390796286,7282.866515180183
workflow1,Q2,workflow1_Q2_q0272,1.0,murakkab_profile,532.2384153490472,2033.120033559177,532.2384153490472,490.2966915600176,532.2384153490472,511.16527537972615
workflow1,Q2,workflow1_Q2_q0273,1.0,murakkab_profile,6539.869122340995,16894.339191560965,6539.869122340995,5947.737144438526,6539.869122340995,6267.302221820562
workflow1,Q2,workflow1_Q2_q0274,1.0,murakkab_profile,15332.027769076318,23296.558539652375,15332.027769076318,14504.410674451212,15332.027769076318,13941.669667425482
workflow1,Q2,workflow1_Q2_q0275,1.0,murakkab_profile,249.20942072881212,1438.3990437067623,249.20942072881212,228.4498296692955,249.20942072881212,232.34049628656257
workflow1,Q2,workflow1_Q2_q0276,1.0,murakkab_profile,1244.5132612705652,4822.383189461606,1244.5132612705652,1098.3328430062622,1244.5132612705652,1234.6596712017692
workflow1,Q2,workflow1_Q2_q0277,1.0,murakkab_profile,8650.765929228139,16129.280886631555,8650.765929228139,8086.480972589172,8650.765929228139,7983.338797502279
workflow1,Q2,workflow1_Q2_q0278,1.0,murakkab_profile,880.6961789356097,2595.4880263400273,880.6961789356097,817.7106010992691,880.6961789356097,821.4888639265204
workflow1,Q2,workflow1_Q2_q0279,1.0,murakkab_profile,7209.698305232941,14270.406979239637,7209.698305232941,6715.670454253566,7209.698305232941,6694.605047666475
workflow1,Q2,workflow1_Q2_q0280,1.0,murakkab_profile,5830.127617566821,16346.468282123213,5830.127617566821,5255.691337164476,5830.127617566821,5651.440365025947
workflow1,Q2,workflow1_Q2_q0281,1.0,murakkab_profile,7537.646051080131,14234.187000215708,7537.646051080131,7045.878377681128,7537.646051080131,6971.449300953199
workflow1,Q2,workflow1_Q2_q0282,1.0,murakkab_profile,3865.231049333484,9320.892708123749,3865.231049333484,3555.9310753398745,3865.231049333484,3652.730218829104
workflow1,Q2,workflow1_Q2_q0283,1.0,murakkab_profile,7031.6468058102155,16639.161315509573,7031.6468058102155,6449.740140508735,7031.6468058102155,6654.153984586638
workflow1,Q2,workflow1_Q2_q0284,1.0,murakkab_profile,4711.47358318374,14369.669162926555,4711.47358318374,4214.331969568865,4711.47358318374,4609.278232895627
workflow1,Q2,workflow1_Q2_q0285,1.0,murakkab_profile,2026.1166940663823,5849.096542847663,2026.1166940663823,1843.4614437957707,2026.1166940663823,1942.0901209098436
workflow1,Q2,workflow1_Q2_q0286,1.0,murakkab_profile,6129.062559842798,13683.036406213268,6129.062559842798,5653.94416481586,6129.062559842798,5761.324066593097
workflow1,Q2,workflow1_Q2_q0287,1.0,murakkab_profile,8679.282266469563,20707.648390481976,8679.282266469563,7948.056062632181,8679.282266469563,8239.555504997856
workflow1,Q2,workflow1_Q2_q0288,1.0,murakkab_profile,7360.705197633993,15968.171700117604,7360.705197633993,6806.225355193472,7360.705197633993,6910.328093405939
workflow1,Q2,workflow1_Q2_q0289,1.0,murakkab_profile,6161.474762469875,11670.13355268451,6161.474762469875,5761.395122241615,6161.474762469875,5688.581580061728
workflow1,Q2,workflow1_Q2_q0290,1.0,murakkab_profile,4132.451270787072,8360.088082882661,4132.451270787072,3854.6457141439637,4132.451270787072,3827.478475686487
workflow1,Q2,workflow1_Q2_q0291,1.0,murakkab_profile,1325.1150594307971,3166.1314542710743,1325.1150594307971,1243.3152459007201,1325.1150594307971,1207.9187992943241
workflow1,Q2,workflow1_Q2_q0292,1.0,murakkab_profile,2720.3819733203686,6664.225811044336,2720.3819733203686,2505.6159469635854,2720.3819733203686,2559.9571840398235
workflow1,Q2,workflow1_Q2_q0293,1.0,murakkab_profile,342.7570505999184,1520.0168843989627,342.7570505999184,320.22478719614173,342.7570505999184,313.42370540777256
workflow1,Q2,workflow1_Q2_q0294,1.0,murakkab_profile,10272.07822232325,23015.28203153888,10272.07822232325,9459.181263122997,10272.07822232325,9687.389788584853
workflow1,Q2,workflow1_Q2_q0295,1.0,murakkab_profile,2966.28573019565,6176.230149034978,2966.28573019565,2772.222037279721,2966.28573019565,2742.8099465610494
workflow1,Q2,workflow1_Q2_q0296,1.0,murakkab_profile,8111.078781079975,19230.513710986215,8111.078781079975,7430.8979335158,8111.078781079975,7704.260504156622
workflow1,Q2,workflow1_Q2_q0297,1.0,murakkab_profile,1433.7735256153344,4989.8429378954115,1433.7735256153344,1284.6102738381726,1433.7735256153344,1398.9534127742559
workflow1,Q2,workflow1_Q2_q0298,1.0,murakkab_profile,2627.7375360807564,7523.07673328323,2627.7375360807564,2380.874756740547,2627.7375360807564,2528.942245035988
workflow1,Q2,workflow1_Q2_q0299,1.0,murakkab_profile,4339.961550505439,10490.868145175906,4339.961550505439,3987.0540958379906,4339.961550505439,4118.018396504208
workflow1,Q2,workflow1_Q2_q0300,1.0,murakkab_profile,4881.581282686036,8422.26541785648,4881.581282686036,4605.203030980329,4881.581282686036,4451.699730786049
workflow1,Q2,workflow1_Q2_q0301,1.0,murakkab_profile,9763.26857975732,18866.35768538268,9763.26857975732,9096.071456461523,9763.26857975732,9067.121312715826
workflow1,Q2,workflow1_Q2_q0302,1.0,murakkab_profile,8779.88395111394,22377.710785731873,8779.88395111394,7984.779712911885,8779.88395111394,8399.004839349896
workflow1,Q2,workflow1_Q2_q0303,1.0,murakkab_profile,9022.472923015936,20561.926888971924,9022.472923015936,8295.276876409265,9022.472923015936,8533.500930982294
workflow1,Q2,workflow1_Q2_q0304,1.0,murakkab_profile,1647.8464924667144,4657.818664994237,1647.8464924667144,1509.4265792894691,1647.8464924667144,1554.5900376323214
workflow1,Q2,workflow1_Q2_q0305,1.0,murakkab_profile,8312.01815019449,18389.00001637114,8312.01815019449,7665.022584533556,8312.01815019449,7821.069942262926
