workflow,quality_level,query_id,budget_factor,budget_baseline,baseline_p90_max,sla_sec_old,sla_sec_new,p90_greedy,p90_murakkab_profile,p90_single_cloud
workflow1,Q1,workflow1_Q1_q0156,1.0,single_cloud,2894.2571665571354,27848.551689032127,2894.2571665571354,878.8415431056425,1539.173951407462,2894.2571665571354
workflow1,Q1,workflow1_Q1_q0157,1.0,single_cloud,2023.894891856733,19145.92916217185,2023.894891856733,687.6831240941525,1126.0977595672737,2023.894891856733
workflow1,Q1,workflow1_Q1_q0158,1.0,single_cloud,502.8638783003908,5400.90597319938,502.8638783003908,191.8577259906496,293.72186412666997,502.8638783003908
workflow1,Q1,workflow1_Q1_q0159,1.0,single_cloud,528.2579964419854,5920.741710886504,528.2579964419854,183.5896555913001,301.1128293568803,528.2579964419854
workflow1,Q1,workflow1_Q1_q0160,1.0,single_cloud,2231.5594923073786,22062.529834048495,2231.5594923073786,634.559298313045,1155.1303135736373,2231.5594923073786
workflow1,Q1,workflow1_Q1_q0161,1.0,single_cloud,650.2406225529495,6779.438740541138,650.2406225529495,224.30166030265505,359.3099284504789,650.2406225529495
workflow1,Q1,workflow1_Q1_q0162,1.0,single_cloud,1770.0827585255377,16603.274157883596,1770.0827585255377,638.9730127162559,1009.6222163241088,1770.0827585255377
workflow1,Q1,workflow1_Q1_q0163,1.0,single_cloud,3240.8234633731395,30838.31765173738,3240.8234633731395,995.0084114846131,1730.2704750830246,3240.8234633731395
workflow1,Q1,workflow1_Q1_q0164,1.0,single_cloud,90.23564732335379,1815.7514422749812,90.23564732335379,51.2640328627738,67.87592338210735,90.23564732335379
workflow1,Q1,workflow1_Q1_q0165,1.0,single_cloud,130.70793486203328,2185.1477393540176,130.70793486203328,61.449575881213235,86.45720293607242,130.70793486203328
