workflow,quality_level,query_id,budget_factor,budget_baseline,baseline_p95_min,sla_sec_old,sla_sec_new,p95_greedy,p95_murakkab_profile,p95_single_cloud
workflow1,Q1,workflow1_Q1_q0000,1.0,murakkab_profile,78.51532134617156,78.51532134617156,78.51532134617156,81.4725898845314,78.51532134617156,104.2588246408319
workflow1,Q1,workflow1_Q1_q0001,1.0,murakkab_profile,975.2496486248555,975.2496486248556,975.2496486248555,1021.4426592314886,975.2496486248555,1683.3966330868827
workflow1,Q1,workflow1_Q1_q0002,1.0,murakkab_profile,1122.4301313018057,1122.4301313018057,1122.4301313018057,1175.3024555169197,1122.4301313018057,2062.9383925551124
workflow1,Q1,workflow1_Q1_q0003,1.0,murakkab_profile,98.62605590940866,98.62605590940866,98.62605590940866,102.78322699704276,98.62605590940866,172.17933865184432
workflow1,Q1,workflow1_Q1_q0004,1.0,murakkab_profile,887.4337188754404,887.4337188754404,887.4337188754404,931.6867858401447,887.4337188754404,1459.6004398570694
workflow1,Q1,workflow1_Q1_q0005,1.0,murakkab_profile,1650.6980666738841,1650.698066673884,1650.6980666738841,1730.3289702656332,1650.6980666738841,2887.14058614224
workflow1,Q1,workflow1_Q1_q0006,1.0,murakkab_profile,1712.9753027149645,1712.9753027149643,1712.9753027149645,1801.7471543013316,1712.9753027149645,2631.8123087942736
workflow1,Q1,workflow1_Q1_q0007,1.0,murakkab_profile,629.8484514209822,629.8484514209822,629.8484514209822,661.934457970139,629.8484514209822,983.8576011884024
workflow1,Q1,workflow1_Q1_q0008,1.0,murakkab_profile,2096.63443465667,2096.63443465667,2096.63443465667,2205.010261123441,2096.63443465667,3274.94231722727
workflow1,Q1,workflow1_Q1_q0009,1.0,murakkab_profile,889.6578495761611,889.6578495761611,889.6578495761611,934.643786543764,889.6578495761611,1377.22737479365
workflow1,Q1,workflow1_Q1_q0010,1.0,murakkab_profile,2162.6546368149675,2162.6546368149675,2162.6546368149675,2275.3036988934805,2162.6546368149675,3339.0431330284464
workflow1,Q1,workflow1_Q1_q0011,1.0,murakkab_profile,607.1793040727985,607.1793040727985,607.1793040727985,636.4706829825607,607.1793040727985,1030.2767043210029
workflow1,Q1,workflow1_Q1_q0012,1.0,murakkab_profile,1603.7945905278448,1603.7945905278448,1603.7945905278448,1687.4962157292011,1603.7945905278448,2423.737640451444
workflow1,Q1,workflow1_Q1_q0013,1.0,murakkab_profile,820.223749636926,820.223749636926,820.223749636926,859.9243001003542,820.223749636926,1374.5888859537008
workflow1,Q1,workflow1_Q1_q0014,1.0,murakkab_profile,650.9011059850538,650.9011059850538,650.9011059850538,683.0709685230851,650.9011059850538,1031.567480068626
workflow1,Q1,workflow1_Q1_q0015,1.0,murakkab_profile,1928.7470608973338,1928.7470608973335,1928.7470608973338,2025.8214138676572,1928.7470608973338,3149.55199927742
workflow1,Q1,workflow1_Q1_q0016,1.0,murakkab_profile,437.93394322538035,437.93394322538035,437.93394322538035,458.7294560336526,437.93394322538035,708.2472826349317
workflow1,Q1,workflow1_Q1_q0017,1.0,murakkab_profile,301.4092478588761,301.4092478588761,301.4092478588761,316.8036148432021,301.4092478588761,443.7730104111086
workflow1,Q1,workflow1_Q1_q0018,1.0,murakkab_profile,807.7880487484961,807.7880487484961,807.7880487484961,848.3319772406306,807.7880487484961,1292.0779526115507
workflow1,Q1,workflow1_Q1_q0019,1.0,murakkab_profile,1898.6239217169282,1898.623921716928,1898.6239217169282,1997.628746696451,1898.6239217169282,2878.7701364490713
workflow1,Q1,workflow1_Q1_q0020,1.0,murakkab_profile,1797.550250078626,1797.550250078626,1797.550250078626,1888.3574029679753,1797.550250078626,2912.32610592328
workflow1,Q1,workflow1_Q1_q0021,1.0,murakkab_profile,2362.860737880389,2362.860737880389,2362.860737880389,2483.4369838300317,2362.860737880389,3721.922534219564
workflow1,Q1,workflow1_Q1_q0022,1.0,murakkab_profile,560.1623233994665,560.1623233994665,560.1623233994665,586.0498118265701,560.1623233994665,974.759581867199
workflow1,Q1,workflow1_Q1_q0023,1.0,murakkab_profile,705.5156247599025,705.5156247599025,705.5156247599025,737.438175805312,705.5156247599025,1258.641027069155
workflow1,Q1,workflow1_Q1_q0024,1.0,murakkab_profile,307.568004818679,307.568004818679,307.568004818679,321.54508259045906,307.568004818679,512.2556833262614
workflow1,Q1,workflow1_Q1_q0025,1.0,murakkab_profile,1259.5248666105117,1259.5248666105117,1259.5248666105117,1322.2645141953612,1259.5248666105117,2038.9252590991919
workflow1,Q1,workflow1_Q1_q0026,1.0,murakkab_profile,2108.098702589926,2108.098702589926,2108.098702589926,2212.919038588319,2108.098702589926,3467.6202424495827
workflow1,Q1,workflow1_Q1_q0027,1.0,murakkab_profile,1469.131760222559,1469.131760222559,1469.131760222559,1542.0545459420098,1469.131760222559,2439.3308125918816
workflow1,Q1,workflow1_Q1_q0028,1.0,murakkab_profile,1182.999960275787,1182.999960275787,1182.999960275787,1240.2181802697185,1182.999960275787,1992.2195412938272
workflow1,Q1,workflow1_Q1_q0029,1.0,murakkab_profile,1056.0747688053652,1056.0747688053652,1056.0747688053652,1110.1384803235378,1056.0747688053652,1604.989149184526
workflow1,Q1,workflow1_Q1_q0030,1.0,murakkab_profile,1582.1047817376834,1582.1047817376834,1582.1047817376834,1657.161890288599,1582.1047817376834,2834.5560878945857
workflow1,Q1,workflow1_Q1_q0031,1.0,murakkab_profile,848.2088830176793,848.2088830176793,848.2088830176793,887.4480384581236,848.2088830176793,1530.080798544052
workflow1,Q1,workflow1_Q1_q0032,1.0,murakkab_profile,294.3277931000867,294.3277931000867,294.3277931000867,308.1253260380923,294.3277931000867,492.82411370513466
workflow1,Q1,workflow1_Q1_q0033,1.0,murakkab_profile,919.4825675447589,919.4825675447588,919.4825675447589,965.9481041856109,919.4825675447589,1427.3829223744558
workflow1,Q1,workflow1_Q1_q0034,1.0,murakkab_profile,228.24433229082877,228.24433229082877,228.24433229082877,239.61309722078488,228.24433229082877,355.6543802020046
workflow1,Q1,workflow1_Q1_q0035,1.0,murakkab_profile,607.5371440415964,607.5371440415964,607.5371440415964,639.0401278625612,607.5371440415964,896.3790636462788
workflow1,Q1,workflow1_Q1_q0036,1.0,murakkab_profile,102.97321190082751,102.97321190082752,102.97321190082751,107.30237890141728,102.97321190082751,138.7909343444972
workflow1,Q1,workflow1_Q1_q0037,1.0,murakkab_profile,936.5517429844004,936.5517429844004,936.5517429844004,981.8525662547278,936.5517429844004,1561.0707202731307
workflow1,Q1,workflow1_Q1_q0038,1.0,murakkab_profile,1437.7246026280907,1437.724602628091,1437.7246026280907,1509.9265338743946,1437.7246026280907,2312.912561712564
workflow1,Q1,workflow1_Q1_q0039,1.0,murakkab_profile,644.609501600848,644.609501600848,644.609501600848,675.2659885676627,644.609501600848,1135.6409814586386
workflow1,Q1,workflow1_Q1_q0040,1.0,murakkab_profile,904.54884570239,904.54884570239,904.54884570239,948.618051496528,904.54884570239,1487.5789490627963
workflow1,Q1,workflow1_Q1_q0041,1.0,murakkab_profile,2100.6557867601587,2100.6557867601587,2100.6557867601587,2207.174884410447,2100.6557867601587,3427.9694979233477
workflow1,Q1,workflow1_Q1_q0042,1.0,murakkab_profile,2013.3602410732406,2013.3602410732408,2013.3602410732406,2118.6976091886063,2013.3602410732406,3041.301656426929
workflow1,Q1,workflow1_Q1_q0043,1.0,murakkab_profile,1128.5407427794667,1128.5407427794669,1128.5407427794667,1183.9450875770028,1128.5407427794667,1877.6917382216948
workflow1,Q1,workflow1_Q1_q0044,1.0,murakkab_profile,656.7870456261913,656.7870456261913,656.7870456261913,689.4260921457477,656.7870456261913,1079.2388051260411
workflow1,Q1,workflow1_Q1_q0045,1.0,murakkab_profile,1969.9521115758769,1969.9521115758769,1969.9521115758769,2069.1301599947496,1969.9521115758769,3211.288833729777
workflow1,Q1,workflow1_Q1_q0046,1.0,murakkab_profile,615.641461443368,615.641461443368,615.641461443368,646.3479193146379,615.641461443368,951.6586453235492
workflow1,Q1,workflow1_Q1_q0047,1.0,murakkab_profile,725.1490422831034,725.1490422831034,725.1490422831034,761.0256920656099,725.1490422831034,1183.787012457373
workflow1,Q1,workflow1_Q1_q0048,1.0,murakkab_profile,1893.9568892471582,1893.9568892471584,1893.9568892471582,1988.8680091113329,1893.9568892471582,3142.452555011187
workflow1,Q1,workflow1_Q1_q0049,1.0,murakkab_profile,900.5383113444158,900.5383113444158,900.5383113444158,941.8251835549042,900.5383113444158,1617.1880661360112
workflow1,Q1,workflow1_Q1_q0050,1.0,murakkab_profile,1200.5673060981082,1200.5673060981082,1200.5673060981082,1255.8110872148554,1200.5673060981082,2216.7466920194956
workflow1,Q1,workflow1_Q1_q0051,1.0,murakkab_profile,1531.0115785699106,1531.0115785699106,1531.0115785699106,1610.2511240779093,1531.0115785699106,2345.8587477438814
workflow1,Q1,workflow1_Q1_q0052,1.0,murakkab_profile,1370.7758170510672,1370.7758170510672,1370.7758170510672,1439.1539391907884,1370.7758170510672,2281.4761009513254
workflow1,Q1,workflow1_Q1_q0053,1.0,murakkab_profile,758.8912846923768,758.8912846923768,758.8912846923768,797.076117977349,758.8912846923768,1178.2893722104143
workflow1,Q1,workflow1_Q1_q0054,1.0,murakkab_profile,597.2188313443803,597.2188313443803,597.2188313443803,627.0645209028371,597.2188313443803,942.7369318193341
workflow1,Q1,workflow1_Q1_q0055,1.0,murakkab_profile,640.4387524006031,640.4387524006031,640.4387524006031,670.6755385606268,640.4387524006031,1096.2160267153279
workflow1,Q1,workflow1_Q1_q0056,1.0,murakkab_profile,441.225844481045,441.225844481045,441.225844481045,463.5046546690171,441.225844481045,670.9563306408425
workflow1,Q1,workflow1_Q1_q0057,1.0,murakkab_profile,1832.2735603271442,1832.273560327144,1832.2735603271442,1923.3412556371754,1832.2735603271442,3030.063166960911
workflow1,Q1,workflow1_Q1_q0058,1.0,murakkab_profile,795.3813479093922,795.3813479093922,795.3813479093922,836.4018780359976,795.3813479093922,1197.6442527364313
workflow1,Q1,workflow1_Q1_q0059,1.0,murakkab_profile,1181.666553821199,1181.666553821199,1181.666553821199,1240.2682828097127,1181.666553821199,1970.1850254730216
workflow1,Q1,workflow1_Q1_q0060,1.0,murakkab_profile,1674.588396308184,1674.588396308184,1674.588396308184,1757.4108512201922,1674.588396308184,2764.9658809598213
workflow1,Q1,workflow1_Q1_q0061,1.0,murakkab_profile,1672.8244755027717,1672.8244755027715,1672.8244755027717,1756.8734903299978,1672.8244755027717,2752.4648591642613
workflow1,Q1,workflow1_Q1_q0062,1.0,murakkab_profile,1269.2733893428385,1269.2733893428383,1269.2733893428385,1336.2802001093464,1269.2733893428385,1885.990953294544
workflow1,Q1,workflow1_Q1_q0063,1.0,murakkab_profile,1170.964004273652,1170.964004273652,1170.964004273652,1230.9762732854686,1170.964004273652,1837.2747611902296
workflow1,Q1,workflow1_Q1_q0064,1.0,murakkab_profile,1756.3189714050823,1756.3189714050825,1756.3189714050823,1839.6757754249106,1756.3189714050823,3111.3033159725373
workflow1,Q1,workflow1_Q1_q0065,1.0,murakkab_profile,1238.05707640628,1238.05707640628,1238.05707640628,1297.4889701366924,1238.05707640628,2174.7991799350502
workflow1,Q1,workflow1_Q1_q0066,1.0,murakkab_profile,1989.2274835311573,1989.2274835311573,1989.2274835311573,2091.954306148183,1989.2274835311573,3112.8579631130065
workflow1,Q1,workflow1_Q1_q0067,1.0,murakkab_profile,1751.673373787572,1751.673373787572,1751.673373787572,1837.5789723239677,1751.673373787572,2988.708837079578
workflow1,Q1,workflow1_Q1_q0068,1.0,murakkab_profile,1551.4702016643064,1551.4702016643064,1551.4702016643064,1627.8896743164798,1551.4702016643064,2632.1073359035945
workflow1,Q1,workflow1_Q1_q0069,1.0,murakkab_profile,474.7797034464445,474.7797034464445,474.7797034464445,498.372931558759,474.7797034464445,740.6773876920793
workflow1,Q1,workflow1_Q1_q0070,1.0,murakkab_profile,1147.879778752316,1147.879778752316,1147.879778752316,1203.722135277329,1147.879778752316,1924.2421030539215
workflow1,Q1,workflow1_Q1_q0071,1.0,murakkab_profile,196.7422890221872,196.7422890221872,196.7422890221872,205.2877858712697,196.7422890221872,361.77494468360686
workflow1,Q1,workflow1_Q1_q0072,1.0,murakkab_profile,1459.4025077626109,1459.4025077626109,1459.4025077626109,1532.721644978712,1459.4025077626109,2365.708405423549
workflow1,Q1,workflow1_Q1_q0073,1.0,murakkab_profile,2009.474266172853,2009.474266172853,2009.474266172853,2109.581687004234,2009.474266172853,3320.6397647428466
workflow1,Q1,workflow1_Q1_q0074,1.0,murakkab_profile,1249.809690310498,1249.809690310498,1249.809690310498,1313.2074622889484,1249.809690310498,1951.7465525820246
workflow1,Q1,workflow1_Q1_q0075,1.0,murakkab_profile,943.7141189792522,943.7141189792522,943.7141189792522,990.1234426279452,943.7141189792522,1543.5873400771134
workflow1,Q1,workflow1_Q1_q0076,1.0,murakkab_profile,142.83424958611826,142.83424958611826,142.83424958611826,150.06496610912635,142.83424958611826,225.265847837163
workflow1,Q1,workflow1_Q1_q0077,1.0,murakkab_profile,3045.8063214302338,3045.8063214302338,3045.8063214302338,3209.7267528223615,3045.8063214302338,4368.972719610398
workflow1,Q1,workflow1_Q1_q0078,1.0,murakkab_profile,237.43109547562153,237.43109547562153,237.43109547562153,248.71077384252163,237.43109547562153,410.0887576447176
workflow1,Q1,workflow1_Q1_q0079,1.0,murakkab_profile,149.79928398834818,149.79928398834818,149.79928398834818,156.66104571665102,149.79928398834818,228.50887257972218
workflow1,Q1,workflow1_Q1_q0080,1.0,murakkab_profile,608.3362232900994,608.3362232900994,608.3362232900994,638.7557696960802,608.3362232900994,957.2775823088696
workflow1,Q1,workflow1_Q1_q0081,1.0,murakkab_profile,179.973204348929,179.973204348929,179.973204348929,188.01156545718953,179.973204348929,288.81510960521626
workflow1,Q1,workflow1_Q1_q0082,1.0,murakkab_profile,931.7737702951705,931.7737702951704,931.7737702951705,977.0470482340742,931.7737702951705,1563.4812353325583
workflow1,Q1,workflow1_Q1_q0083,1.0,murakkab_profile,1101.2044037429287,1101.204403742929,1101.2044037429287,1156.211882536684,1101.2044037429287,1821.2009215522944
workflow1,Q1,workflow1_Q1_q0084,1.0,murakkab_profile,614.6000532454182,614.6000532454182,614.6000532454182,644.1670640849243,614.6000532454182,1073.4185512485647
workflow1,Q1,workflow1_Q1_q0085,1.0,murakkab_profile,157.68307433551746,157.68307433551746,157.68307433551746,164.48242657514876,157.68307433551746,246.6761532082027
workflow1,Q1,workflow1_Q1_q0086,1.0,murakkab_profile,297.34893290241894,297.34893290241894,297.34893290241894,311.602281283594,297.34893290241894,461.2766014135739
workflow1,Q1,workflow1_Q1_q0087,1.0,murakkab_profile,1183.2394045633635,1183.2394045633637,1183.2394045633635,1246.3761639354013,1183.2394045633635,1734.6940762151573
workflow1,Q1,workflow1_Q1_q0088,1.0,murakkab_profile,170.9561470403282,170.9561470403282,170.9561470403282,179.22588750217355,170.9561470403282,276.90682363805695
workflow1,Q1,workflow1_Q1_q0089,1.0,murakkab_profile,1095.526288197567,1095.526288197567,1095.526288197567,1144.8266831974752,1095.526288197567,2039.4384468482733
workflow1,Q1,workflow1_Q1_q0090,1.0,murakkab_profile,551.636206887235,551.636206887235,551.636206887235,579.1664679486897,551.636206887235,850.3949948224082
workflow1,Q1,workflow1_Q1_q0091,1.0,murakkab_profile,750.59574154671,750.59574154671,750.59574154671,788.4148537013975,750.59574154671,1182.2399473736616
workflow1,Q1,workflow1_Q1_q0092,1.0,murakkab_profile,846.9640508949191,846.9640508949191,846.9640508949191,889.1813878741938,846.9640508949191,1416.5251829653673
workflow1,Q1,workflow1_Q1_q0093,1.0,murakkab_profile,902.4835681984905,902.4835681984904,902.4835681984905,946.6492060364083,902.4835681984905,1474.1097697340915
workflow1,Q1,workflow1_Q1_q0094,1.0,murakkab_profile,56.33604720968886,56.33604720968886,56.33604720968886,57.94753962080047,56.33604720968886,85.77373989838985
workflow1,Q1,workflow1_Q1_q0095,1.0,murakkab_profile,273.2081457153436,273.2081457153436,273.2081457153436,285.71658775574105,273.2081457153436,437.7890228082654
workflow1,Q1,workflow1_Q1_q0096,1.0,murakkab_profile,1524.37297129378,1524.37297129378,1524.37297129378,1596.65686223639,1524.37297129378,2690.651239986728
workflow1,Q1,workflow1_Q1_q0097,1.0,murakkab_profile,59.05603175778189,59.05603175778189,59.05603175778189,60.583908954736245,59.05603175778189,90.81470691946565
workflow1,Q1,workflow1_Q1_q0098,1.0,murakkab_profile,1061.9927352054617,1061.9927352054617,1061.9927352054617,1114.2216151735731,1061.9927352054617,1766.672394523089
workflow1,Q1,workflow1_Q1_q0099,1.0,murakkab_profile,1104.3793630488465,1104.3793630488465,1104.3793630488465,1159.715502915271,1104.3793630488465,1785.4410208868223
workflow1,Q1,workflow1_Q1_q0100,1.0,murakkab_profile,1067.8899718608802,1067.8899718608802,1067.8899718608802,1124.800290824675,1067.8899718608802,1540.3538476004917
workflow1,Q1,workflow1_Q1_q0101,1.0,murakkab_profile,977.3623057253753,977.3623057253752,977.3623057253753,1026.6038925399662,977.3623057253753,1591.8029818259026
workflow1,Q1,workflow1_Q1_q0102,1.0,murakkab_profile,1951.7386540486552,1951.7386540486552,1951.7386540486552,2052.5742733776688,1951.7386540486552,3026.1535060466354
workflow1,Q1,workflow1_Q1_q0103,1.0,murakkab_profile,2105.690169048057,2105.690169048057,2105.690169048057,2214.582036963483,2105.690169048057,3259.5757966655033
workflow1,Q1,workflow1_Q1_q0104,1.0,murakkab_profile,678.5301976491547,678.5301976491547,678.5301976491547,712.6102179397682,678.5301976491547,1050.485199554773
workflow1,Q1,workflow1_Q1_q0105,1.0,murakkab_profile,841.7267584534635,841.7267584534635,841.7267584534635,884.8878643770703,841.7267584534635,1305.3231515935554
workflow1,Q1,workflow1_Q1_q0106,1.0,murakkab_profile,501.8685733942698,501.8685733942698,501.8685733942698,525.2746476205353,501.8685733942698,843.4145911151501
workflow1,Q1,workflow1_Q1_q0107,1.0,murakkab_profile,1168.6803841071546,1168.6803841071546,1168.6803841071546,1227.5291709035116,1168.6803841071546,1824.102338282168
workflow1,Q1,workflow1_Q1_q0108,1.0,murakkab_profile,1409.24191962046,1409.24191962046,1409.24191962046,1478.7244135828619,1409.24191962046,2347.4197221114455
workflow1,Q1,workflow1_Q1_q0109,1.0,murakkab_profile,566.9544814689282,566.9544814689282,566.9544814689282,595.1256363102394,566.9544814689282,887.7432399850456
workflow1,Q1,workflow1_Q1_q0110,1.0,murakkab_profile,751.5115488014993,751.5115488014993,751.5115488014993,789.2548805973639,751.5115488014993,1217.002158618285
workflow1,Q1,workflow1_Q1_q0111,1.0,murakkab_profile,2394.9939873487556,2394.9939873487556,2394.9939873487556,2519.8043171972013,2394.9939873487556,3662.5302686973055
workflow1,Q1,workflow1_Q1_q0112,1.0,murakkab_profile,146.62257254136557,146.62257254136557,146.62257254136557,152.77346391843193,146.62257254136557,239.64619106477429
workflow1,Q1,workflow1_Q1_q0113,1.0,murakkab_profile,980.0145267121471,980.0145267121472,980.0145267121471,1028.3347925085309,980.0145267121471,1628.593810682701
workflow1,Q1,workflow1_Q1_q0114,1.0,murakkab_profile,1269.0550148197785,1269.0550148197783,1269.0550148197785,1329.7051549202329,1269.0550148197785,2256.3848378749576
workflow1,Q1,workflow1_Q1_q0115,1.0,murakkab_profile,395.8008355821635,395.8008355821635,395.8008355821635,415.3165713766579,395.8008355821635,619.4198930086109
workflow1,Q1,workflow1_Q1_q0116,1.0,murakkab_profile,192.44226874053948,192.44226874053948,192.44226874053948,201.89331382217142,192.44226874053948,273.05546485995194
workflow1,Q1,workflow1_Q1_q0117,1.0,murakkab_profile,326.0706642371908,326.0706642371908,326.0706642371908,341.9394048286837,326.0706642371908,540.8485521386485
workflow1,Q1,workflow1_Q1_q0118,1.0,murakkab_profile,2127.0148575677295,2127.0148575677295,2127.0148575677295,2235.356467001429,2127.0148575677295,3377.830821954779
workflow1,Q1,workflow1_Q1_q0119,1.0,murakkab_profile,68.2287091289083,68.2287091289083,68.2287091289083,70.76962634192947,68.2287091289083,107.8776072521606
workflow1,Q1,workflow1_Q1_q0120,1.0,murakkab_profile,390.1761302864476,390.1761302864476,390.1761302864476,408.9560764358873,390.1761302864476,676.1366475296766
workflow1,Q1,workflow1_Q1_q0121,1.0,murakkab_profile,144.38460093263419,144.3846009326342,144.38460093263419,150.53883185412042,144.38460093263419,211.12483339913973
workflow1,Q1,workflow1_Q1_q0122,1.0,murakkab_profile,224.54101846973165,224.54101846973165,224.54101846973165,233.83551267629946,224.54101846973165,400.28428482743703
workflow1,Q1,workflow1_Q1_q0123,1.0,murakkab_profile,1232.0547548923464,1232.0547548923464,1232.0547548923464,1292.1855165928312,1232.0547548923464,2094.1941402030493
workflow1,Q1,workflow1_Q1_q0124,1.0,murakkab_profile,439.3657014941996,439.3657014941996,439.3657014941996,459.3949990166522,439.3657014941996,788.5577232487344
