workflow,quality_level,query_id,budget_factor,best_baseline,baseline_p90_min,sla_sec_old,sla_sec_new,p90_greedy,p90_murakkab_profile,p90_single_cloud
workflow1,Q1,workflow1_Q1_q0000,1.1,greedy,79.66759440721843,1629.7365797476405,87.63435384794028,79.66759440721843,81.83179115806722,88.526561256106
workflow1,Q1,workflow1_Q1_q0001,1.1,greedy,116.81484160894414,2117.095993044325,128.49632576983856,116.81484160894414,125.07169984537263,135.27908368788616
workflow1,Q1,workflow1_Q1_q0002,1.1,greedy,98.02790163396376,1896.2102295318768,107.83069179736015,98.02790163396376,103.89838581517058,111.81499307070904
workflow1,Q1,workflow1_Q1_q0003,1.1,greedy,68.45405141124014,1468.331146273549,75.29945655236416,68.45405141124014,69.11151376275848,74.42945654289565
workflow1,Q1,workflow1_Q1_q0004,1.1,greedy,111.06523006263569,2074.842193817066,122.17175306889926,111.06523006263569,116.8560827296723,125.51215912941537
workflow1,Q1,workflow1_Q1_q0005,1.1,greedy,76.2861426793433,1577.1589834817812,83.91475694727764,76.2861426793433,77.7790354863876,84.05407173762134
workflow1,Q1,workflow1_Q1_q0006,1.1,greedy,114.09461920998335,2075.3978457480425,125.50408113098169,114.09461920998335,121.4922203504046,131.0873220166612
workflow1,Q1,workflow1_Q1_q0007,1.1,greedy,74.00320315086873,1528.7584400032408,81.4035234659556,74.00320315086873,75.0585947486737,81.02996119562525
workflow1,Q1,workflow1_Q1_q0008,1.1,greedy,92.29962712362392,1816.055767370785,101.52958983598631,92.29962712362392,97.10693397206457,105.45438286351877
workflow1,Q1,workflow1_Q1_q0009,1.1,greedy,80.39674565608506,1625.3829067993645,88.43642022169357,80.39674565608506,82.59634292625323,89.1670032143253
workflow1,Q1,workflow1_Q1_q0010,1.1,greedy,64.17307215050732,1504.977500044496,70.59037936555806,64.17307215050732,65.8277243229254,71.16482143349774
workflow1,Q1,workflow1_Q1_q0011,1.1,greedy,114.03263489962106,2108.1457563014637,125.43589838958317,114.03263489962106,122.04684673004044,132.62117453423522
workflow1,Q1,workflow1_Q1_q0012,1.1,greedy,66.22272283441994,1418.9673703923386,72.84499511786194,66.22272283441994,66.36905642797478,71.15129266266271
