workflow,quality_level,query_id,budget_factor,baseline_aggregation,budget_baseline,baseline_p95_selected,baseline_p95_min,baseline_p95_max,sla_sec_old,sla_sec_new,p95_single_cloud,p95_greedy,p95_dpgm,p95_mtgp
workflow1,Q1,workflow1_Q1_q0043,1.0,min,mtgp,6255.769918651224,6255.769918651224,6824.665524211698,8052.415838695531,6255.769918651224,6668.116124923273,6824.665524211698,6303.876110097265,6255.769918651224
workflow1,Q1,workflow1_Q1_q0044,1.0,min,mtgp,2453.2433689809445,2453.2433689809445,2676.6347397294558,3864.744915089814,2453.2433689809445,2631.1607936484293,2676.6347397294558,2472.15187237001,2453.2433689809445
workflow1,Q1,workflow1_Q1_q0045,1.0,min,mtgp,1267.2646113730946,1267.2646113730946,1364.8005223265234,2509.4052782510435,1267.2646113730946,1321.1665258566438,1364.8005223265234,1276.6648959045049,1267.2646113730946
workflow1,Q1,workflow1_Q1_q0046,1.0,min,mtgp,7014.677882111741,7014.677882111741,7550.141759974228,8836.541586992818,7014.677882111741,7525.390186751342,7550.141759974228,7075.159592006416,7014.677882111741
workflow1,Q1,workflow1_Q1_q0047,1.0,min,mtgp,1404.7810942660294,1404.7810942660294,1525.2628500765336,2685.759286510635,1404.7810942660294,1485.5956409398739,1525.2628500765336,1415.7743569477998,1404.7810942660294
workflow1,Q1,workflow1_Q1_q0048,1.0,min,mtgp,2277.5372139744168,2277.5372139744168,2470.479811466275,3656.1909103954713,2277.5372139744168,2432.0483495870158,2470.479811466275,2294.281602130905,2277.5372139744168
workflow1,Q1,workflow1_Q1_q0049,1.0,min,mtgp,1322.3408977763615,1322.3408977763615,1441.450381214439,2588.7202636537413,1322.3408977763615,1389.2772178725006,1441.450381214439,1332.781383830834,1322.3408977763615
workflow1,Q1,workflow1_Q1_q0050,1.0,min,mtgp,1042.3132486242678,1042.3132486242678,1135.9767780166626,2278.32009836332,1042.3132486242678,1115.4815728132758,1135.9767780166626,1050.3017328010114,1042.3132486242678
workflow1,Q1,workflow1_Q1_q0051,1.0,min,mtgp,360.5166781258864,360.5166781258864,393.98250336146344,1510.1871490112949,360.5166781258864,377.19587753890926,393.98250336146344,362.37319771893806,360.5166781258864
workflow1,Q1,workflow1_Q1_q0052,1.0,min,mtgp,605.1420168350419,605.1420168350419,656.9235462392827,1789.029421415406,605.1420168350419,632.8213939306604,656.9235462392827,609.3668043297619,605.1420168350419
