workflow,quality_level,query_count,eta,calibration_scenarios_per_query,initial_active_fraction,initial_active_strategy,active_batch_fraction,test_scenarios_per_query,calibration_scenario_count,test_scenario_count,method,solver_method,status,reused_last_feasible,objective_value,expected_cost,avg_latency,p95_latency,p99_latency,violation_rate,success_rate,solver_runtime_sec,wall_time_sec,max_rss_mb,num_iterations,active_scenario_count,active_scenario_fraction,assignment_signature,error,process_exitcode
workflow2,Q3,200,0.1,50,0.3,qbr,0.05,50,10000,10000,full_milp,full_milp,OPTIMAL,False,20.792907908953705,20.789828337001648,5490.850534800993,10453.684981971526,11460.785278664624,0.0404,0.9596,462.48899779992644,679.2076978000114,7600.0078125,1,10000,1.0,"[[""Database"", ""database_aliyun_cn-shanghai_q3""], [""Label Detection"", ""label_detection_aliyun_cn-shanghai_q3""], [""OCR"", ""ocr_azure_westus2_q3""], [""Q/A"", ""q_a_aws_eu-central-1_q3""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q3""], [""Speech Transcription"", ""speech_transcription_aliyun_cn-shanghai_q3""], [""Video Caption"", ""video_caption_aws_us-east-2_q3""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q3""]]",,0
workflow2,Q3,200,0.1,50,0.3,qbr,0.05,50,10000,10000,decomposed_milp,decomposition,OPTIMAL,False,20.79290852101398,20.789828337001648,5490.850534800993,10453.684981971526,11460.785278664624,0.0404,0.9596,760.2781844999408,1095.7766534000402,2812.1328125,4,3578,0.3578,"[[""Database"", ""database_aliyun_cn-shanghai_q3""], [""Label Detection"", ""label_detection_aliyun_cn-shanghai_q3""], [""OCR"", ""ocr_azure_westus2_q3""], [""Q/A"", ""q_a_aws_eu-central-1_q3""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q3""], [""Speech Transcription"", ""speech_transcription_aliyun_cn-shanghai_q3""], [""Video Caption"", ""video_caption_aws_us-east-2_q3""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q3""]]",,0
workflow2,Q3,400,0.1,50,0.3,qbr,0.05,50,20000,20000,full_milp,full_milp,OPTIMAL,False,20.885872763033916,20.88392957483029,5518.836582400159,10558.561930446942,11525.0090507966,0.0422,0.9578,1055.6055863999063,1470.0675783000188,14961.69140625,1,20000,1.0,"[[""Database"", ""database_aliyun_cn-shanghai_q3""], [""Label Detection"", ""label_detection_aliyun_cn-shanghai_q3""], [""OCR"", ""ocr_azure_westus2_q3""], [""Q/A"", ""q_a_aws_eu-central-1_q3""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q3""], [""Speech Transcription"", ""speech_transcription_aliyun_cn-shanghai_q3""], [""Video Caption"", ""video_caption_aws_us-east-2_q3""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q3""]]",,0
workflow2,Q3,400,0.1,50,0.3,qbr,0.05,50,20000,20000,decomposed_milp,decomposition,OPTIMAL,False,20.885625374374317,20.88392957483029,5518.836582400159,10558.561930446942,11525.0090507966,0.0422,0.9578,923.2384777000407,1424.4037762000225,5775.3359375,3,8000,0.4,"[[""Database"", ""database_aliyun_cn-shanghai_q3""], [""Label Detection"", ""label_detection_aliyun_cn-shanghai_q3""], [""OCR"", ""ocr_azure_westus2_q3""], [""Q/A"", ""q_a_aws_eu-central-1_q3""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q3""], [""Speech Transcription"", ""speech_transcription_aliyun_cn-shanghai_q3""], [""Video Caption"", ""video_caption_aws_us-east-2_q3""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q3""]]",,0
workflow2,Q3,600,0.1,50,0.3,qbr,0.05,50,30000,30000,full_milp,full_milp,OPTIMAL,False,21.29132223893625,21.287308781452182,5632.830999518524,10545.439482309852,11498.15838044604,0.042466666666666666,0.9575333333333333,1646.6667232000036,2271.4424621000653,22537.69140625,1,30000,1.0,"[[""Database"", ""database_aliyun_cn-shanghai_q3""], [""Label Detection"", ""label_detection_aliyun_cn-shanghai_q3""], [""OCR"", ""ocr_azure_westus2_q3""], [""Q/A"", ""q_a_aws_eu-central-1_q3""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q3""], [""Speech Transcription"", ""speech_transcription_aliyun_cn-shanghai_q3""], [""Video Caption"", ""video_caption_aws_us-east-2_q3""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q3""]]",,0
workflow2,Q3,600,0.1,50,0.3,qbr,0.05,50,30000,30000,decomposed_milp,decomposition,OPTIMAL,False,21.291094809840942,21.287308781452182,5632.830999518524,10545.439482309852,11498.15838044604,0.042466666666666666,0.9575333333333333,2642.347016800195,3839.0959256999195,9227.84375,5,11835,0.3945,"[[""Database"", ""database_aliyun_cn-shanghai_q3""], [""Label Detection"", ""label_detection_aliyun_cn-shanghai_q3""], [""OCR"", ""ocr_azure_westus2_q3""], [""Q/A"", ""q_a_aws_eu-central-1_q3""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q3""], [""Speech Transcription"", ""speech_transcription_aliyun_cn-shanghai_q3""], [""Video Caption"", ""video_caption_aws_us-east-2_q3""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q3""]]",,0
workflow2,Q3,800,0.1,50,0.3,qbr,0.05,50,40000,40000,full_milp,full_milp,OPTIMAL,False,21.102777820953868,21.09498624291009,5577.756239169071,10479.639609461688,11483.575464824566,0.041225,0.958775,2211.5199911000673,3026.1461862999713,24266.44921875,1,40000,1.0,"[[""Database"", ""database_aliyun_cn-shanghai_q3""], [""Label Detection"", ""label_detection_aliyun_cn-shanghai_q3""], [""OCR"", ""ocr_azure_westus2_q3""], [""Q/A"", ""q_a_anthropic_global_q3""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q3""], [""Speech Transcription"", ""speech_transcription_aliyun_cn-beijing_q3""], [""Video Caption"", ""video_caption_aws_us-east-2_q3""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q3""]]",,0
workflow2,Q3,800,0.1,50,0.3,qbr,0.05,50,40000,40000,decomposed_milp,decomposition,OPTIMAL,False,21.10261882574112,21.09498565817407,5577.6605189821485,10479.517485981318,11483.485674836216,0.041075,0.958925,2130.0289397001034,3096.0357085999567,11671.37890625,3,15274,0.38185,"[[""Database"", ""database_aliyun_cn-shanghai_q3""], [""Label Detection"", ""label_detection_aliyun_cn-shanghai_q3""], [""OCR"", ""ocr_azure_westus2_q3""], [""Q/A"", ""q_a_aws_eu-central-1_q3""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q3""], [""Speech Transcription"", ""speech_transcription_aliyun_cn-shanghai_q3""], [""Video Caption"", ""video_caption_aws_us-east-2_q3""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q3""]]",,0
workflow2,Q3,1000,0.1,50,0.3,qbr,0.05,50,50000,50000,full_milp,full_milp,OPTIMAL,False,20.839240962794708,20.832735704874445,5505.357367192493,10497.739030679162,11513.881281199383,0.04074,0.95926,3132.93877160002,4160.75405410002,24831.90625,1,50000,1.0,"[[""Database"", ""database_aliyun_cn-shanghai_q3""], [""Label Detection"", ""label_detection_aliyun_cn-shanghai_q3""], [""OCR"", ""ocr_azure_westus2_q3""], [""Q/A"", ""q_a_aws_ap-southeast-1_q3""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q3""], [""Speech Transcription"", ""speech_transcription_aliyun_cn-shanghai_q3""], [""Video Caption"", ""video_caption_aws_us-east-2_q3""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q3""]]",,0
workflow2,Q3,1000,0.1,50,0.3,qbr,0.05,50,50000,50000,decomposed_milp,decomposition,OPTIMAL,False,20.83898254693712,20.832735696204725,5505.355184002818,10497.736848266979,11513.879098975016,0.04074,0.95926,3927.7881355000427,5546.862507599988,15407.41796875,4,20082,0.40164,"[[""Database"", ""database_aliyun_cn-shanghai_q3""], [""Label Detection"", ""label_detection_aliyun_cn-shanghai_q3""], [""OCR"", ""ocr_azure_westus2_q3""], [""Q/A"", ""q_a_aws_eu-central-1_q3""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q3""], [""Speech Transcription"", ""speech_transcription_aliyun_cn-shanghai_q3""], [""Video Caption"", ""video_caption_aws_us-east-2_q3""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q3""]]",,0
