workflow,quality_level,query_id,budget_factor,best_baseline,baseline_p90_min,sla_sec_old,sla_sec_new,p90_greedy,p90_murakkab_profile,p90_single_cloud
workflow1,Q1,workflow1_Q1_q0000,1.1,greedy,71.64654281999246,1629.7365797476405,78.81119710199171,71.64654281999246,73.57062420304005,78.74765044918264
workflow1,Q1,workflow1_Q1_q0001,1.1,greedy,106.21588709095164,2117.095993044325,116.83747580004682,106.21588709095164,114.51459357969055,123.40943353287722
workflow1,Q1,workflow1_Q1_q0002,1.1,greedy,93.55862043862813,1896.2102295318768,102.91448248249094,93.55862043862813,100.49831226727409,107.35472242371432
workflow1,Q1,workflow1_Q1_q0003,1.1,greedy,69.13016186650411,1468.331146273549,76.04317805315453,69.13016186650411,69.32755442135158,73.77407681468003
workflow1,Q1,workflow1_Q1_q0004,1.1,greedy,112.53472626123062,2074.842193817066,123.78819888735369,112.53472626123062,121.20426789201086,131.20916867385063
workflow1,Q1,workflow1_Q1_q0005,1.1,greedy,80.22326125982555,1577.1589834817812,88.24558738580811,80.22326125982555,81.69052710985551,86.99518528110156
workflow1,Q1,workflow1_Q1_q0006,1.1,greedy,110.20283816963844,2075.3978457480425,121.2231219866023,110.20283816963844,117.19221339287513,125.16726762457539
workflow1,Q1,workflow1_Q1_q0007,1.1,greedy,72.7314649394043,1528.7584400032408,80.00461143334473,72.7314649394043,74.91580038477935,80.31109123657104
workflow1,Q1,workflow1_Q1_q0008,1.1,greedy,94.91762659588656,1816.055767370785,104.40938925547522,94.91762659588656,101.65114527083716,109.51616140709251
workflow1,Q1,workflow1_Q1_q0009,1.1,greedy,76.77532075521816,1625.3829067993645,84.45285283073999,76.77532075521816,78.85334377341543,84.64309992488342
workflow1,Q1,workflow1_Q1_q0010,1.1,greedy,69.16945839418543,1504.977500044496,76.08640423360397,69.16945839418543,70.37932703326858,75.17815804774385
workflow1,Q1,workflow1_Q1_q0011,1.1,greedy,109.69244072145732,2108.1457563014637,120.66168479360306,109.69244072145732,121.99186174194486,130.27234666794456
workflow1,Q1,workflow1_Q1_q0012,1.1,greedy,60.14973420249946,1418.9673703923386,66.1647076227494,60.14973420249946,60.52205718258678,64.98423491019992
workflow1,Q1,workflow1_Q1_q0013,1.1,murakkab_profile,57.2979024217242,1317.6242289584625,63.02769266389663,58.913932116941865,57.2979024217242,60.83292404802313
workflow1,Q1,workflow1_Q1_q0014,1.1,greedy,78.24182997441693,1571.139961406021,86.06601297185863,78.24182997441693,79.23131568536964,84.22769973265689
workflow1,Q1,workflow1_Q1_q0015,1.1,greedy,98.60012105054179,1941.5921995745853,108.46013315559597,98.60012105054179,108.05046484440197,117.08379476425868
workflow1,Q1,workflow1_Q1_q0016,1.1,greedy,110.7604328597236,2030.127563492614,121.83647614569597,110.7604328597236,120.09130341195244,129.57044024282837
workflow1,Q1,workflow1_Q1_q0017,1.1,greedy,125.67705450831869,2218.76096288583,138.24475995915057,125.67705450831869,137.855225108675,149.38450007215783
workflow1,Q1,workflow1_Q1_q0018,1.1,greedy,71.63219877416152,1526.2129882130089,78.79541865157768,71.63219877416152,73.30924088342483,78.39053847375568
workflow1,Q1,workflow1_Q1_q0019,1.1,greedy,82.14106020482544,1636.2307638154443,90.35516622530798,82.14106020482544,84.89354682919003,90.72553026748886
workflow1,Q1,workflow1_Q1_q0020,1.1,murakkab_profile,59.235379933253704,1368.9057801372117,65.15891792657908,59.77854616819913,59.235379933253704,63.11665254012506
workflow1,Q1,workflow1_Q1_q0021,1.1,greedy,92.87494543512642,1800.823722608311,102.16243997863907,92.87494543512642,96.65031494333918,102.89159982110996
workflow1,Q1,workflow1_Q1_q0022,1.1,greedy,112.10215929965858,2217.6139167412366,123.31237522962445,112.10215929965858,124.50092893485774,135.20325465495333
workflow1,Q1,workflow1_Q1_q0023,1.1,greedy,101.70211184082116,1925.0686759789687,111.87232302490328,101.70211184082116,110.33159677389615,119.15974266572245
workflow1,Q1,workflow1_Q1_q0024,1.1,greedy,94.51040833771373,1820.8798606475848,103.96144917148511,94.51040833771373,98.20090617666155,104.53953290165357
workflow1,Q1,workflow1_Q1_q0025,1.1,greedy,64.0197225626372,1620.875925620889,70.42169481890093,64.0197225626372,66.64994415536943,71.45557187933295
workflow1,Q1,workflow1_Q1_q0026,1.1,greedy,122.4114338915651,2136.484577641557,134.65257728072163,122.4114338915651,129.47212995182267,137.81750366503542
workflow1,Q1,workflow1_Q1_q0027,1.1,greedy,90.03581396853231,1723.9597637845245,99.03939536538554,90.03581396853231,93.78400710165562,99.74605750226759
workflow1,Q1,workflow1_Q1_q0028,1.1,murakkab_profile,57.49974761804918,1366.4857765266786,63.2497223798541,57.77789473159824,57.49974761804918,61.3791952298609
workflow1,Q1,workflow1_Q1_q0029,1.1,greedy,78.13778666045953,1594.2631647143455,85.95156532650549,78.13778666045953,79.29366133434382,84.2564625557521
workflow1,Q1,workflow1_Q1_q0030,1.1,murakkab_profile,54.738745917248224,1300.226335483898,60.21262050897305,55.943821808761626,54.738745917248224,58.33098699288784
workflow1,Q1,workflow1_Q1_q0031,1.1,murakkab_profile,59.741269514308975,1433.1513311611386,65.71539646573987,59.940177310235676,59.741269514308975,63.52872215412463
workflow1,Q1,workflow1_Q1_q0032,1.1,murakkab_profile,49.649719990398545,1251.4214180659137,54.614691989438406,51.43022579882354,49.649719990398545,52.855048141065765
