workflow,quality_level,query_count,sample_count,full_assignment_signature,full_objective_value,full_expected_cost,full_avg_latency,full_p95_latency,full_status,decomp_assignment_signature,decomp_objective_value,decomp_expected_cost,decomp_avg_latency,decomp_p95_latency,decomp_status,same_assignment,objective_abs_diff,expected_cost_abs_diff,avg_latency_abs_diff,p95_latency_abs_diff
workflow1,Q2,2,2,"[[""Q/A"", ""q_a_aws_us-west-2_q2""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q2""], [""Video Caption"", ""video_caption_azure_westus2_q2""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q2""]]",1.0733624510076962,1.0733620443640566,40.664363955002464,47.51518273757307,OPTIMAL,"[[""Q/A"", ""q_a_aws_us-west-2_q2""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q2""], [""Video Caption"", ""video_caption_azure_westus2_q2""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q2""]]",1.0733624510076962,1.0733620443640566,40.664363955002464,47.51518273757307,OPTIMAL,True,0.0,0.0,0.0,0.0
