workflow,quality_level,method,objective_value,expected_cost,avg_latency,p95_latency,p99_latency,violation_rate,cvar_value,solver_runtime_sec,status
workflow1,Q1,decomposition,0.7484455036880138,0.748683532872214,66.63382271377942,104.09662357846526,114.60426233436408,0.0144,1.0756235947642516,30.05260429996997,OPTIMAL
workflow1,Q1,full_milp,0.7484455036880138,0.748683532872214,66.63382271377942,104.09662357846526,114.60426233436408,0.0144,1.0756235947642516,26.942278900067322,OPTIMAL
workflow1,Q1,greedy,0.0001,0.7486834831157344,59.95905642523563,96.30325328302065,106.34134390395846,0.0017,0.14996726081202036,193.36386329995003,optimal
workflow1,Q1,murakkab_profile,0.0379,0.8695414469407777,74.43357696666321,117.13476068525293,128.8126768980599,0.0818,7.991161840820733,3.7341812999220565,optimal
workflow1,Q1,single_cloud,0.0553,1.0863099752364302,74.45521491744383,119.73656159341502,131.7148730981271,0.0841,9.344844959075294,7.726355199934915,optimal
workflow1,Q2,decomposition,2.49886331606308,2.491075067434656,54.14893814451122,85.68217192126838,94.84280882864947,0.01,0.6225112719181386,19.252548199961893,OPTIMAL
workflow1,Q2,full_milp,2.49886331606308,2.491075067434656,54.14893814451122,85.68217192126838,94.84280882864947,0.01,0.6225112719181386,21.030072399997152,OPTIMAL
workflow1,Q2,greedy,0.0006,2.4910754601354697,52.380742905047,83.69921671038564,92.79083141147065,0.005,0.3165009762023005,178.14946029998828,optimal
workflow1,Q2,murakkab_profile,0.0016,2.491075067434656,54.14893814451122,85.68217192126838,94.84280882864947,0.01,0.6225112719181386,158.4160548999207,optimal
workflow1,Q2,single_cloud,0.1238,3.0023626609411247,63.668163202753384,100.01579613398475,110.20599401988999,0.1719,10.021821863203513,257.77748020004947,optimal
workflow1,Q3,decomposition,7.043392594948363,7.035592803845546,42.53108195293419,66.85772502184436,74.80120299201545,0.0113,0.5000672434933491,17.98728370014578,OPTIMAL
workflow1,Q3,full_milp,7.043392594948363,7.035592803845546,42.53108195293419,66.85772502184436,74.80120299201545,0.0113,0.5000672434933491,25.66781280003488,OPTIMAL
workflow1,Q3,greedy,0.0003,7.035594295242481,39.65106009936697,63.43730966178819,71.05586289884569,0.0023,0.09345605980856109,179.4039674999658,optimal
workflow1,Q3,murakkab_profile,0.0088,7.035594076614575,44.58171904085373,69.19717438447331,77.22947057798295,0.0359,1.5843318092545144,159.81623379990924,optimal
workflow1,Q3,single_cloud,0.0583,7.991108799090772,46.88777881022744,77.36510271574065,86.70209903718501,0.0774,6.111949456960841,254.71105819998775,optimal
workflow2,Q1,decomposition,2.0923283418733605,2.0929927534114365,66.72333303512342,104.10726265330933,114.61091519406334,0.0171,0.8221019785056944,322.94541490019765,OPTIMAL
workflow2,Q1,full_milp,2.0923279372659715,2.092992347990549,63.594212079032886,100.38815381840605,110.74357576148464,0.0035,0.1075005232281656,205.32085150002968,OPTIMAL
workflow2,Q1,greedy,0.0,2.0929922473390468,59.99792029048875,96.18585635672714,106.43494503662629,0.0001,0.00010044525827676409,518.5563492999645,optimal
workflow2,Q1,murakkab_profile,0.0363,2.214218006344051,76.45769151756828,123.1373680451914,138.36019574663473,0.0833,6.130641142801566,4.537320600007661,optimal
workflow2,Q1,single_cloud,0.0138,6.81821809913145,74.48640043251203,119.47028090066969,132.4871246895279,0.0455,3.716672718871525,8.973657499998808,optimal
workflow2,Q2,decomposition,3.8349825688218147,3.8329412174230777,53.72779797258604,84.8112434888537,94.38942989975456,0.0043,0.1317884238076609,124.98752780002542,OPTIMAL
workflow2,Q2,full_milp,3.834981595780393,3.832940247479956,58.17111087251103,90.07370289126072,99.96784480364187,0.0413,2.172629014871722,237.84830169996712,OPTIMAL
workflow2,Q2,greedy,0.0,3.8329408709799617,51.892683249383204,82.81445202731165,92.28387647873292,0.001,0.01799184476949172,502.29587520007044,optimal
workflow2,Q2,murakkab_profile,0.0148,3.951219661845615,62.31659993940021,100.01486427432671,112.64137212988479,0.047,2.946866039741226,4.591550700017251,optimal
workflow2,Q2,single_cloud,0.0841,8.729970211349817,66.20454479387092,105.17873729058897,117.20795732142504,0.1302,7.820460193485011,9.140889999922365,optimal
workflow2,Q3,decomposition,8.67055925844321,8.69083266792583,40.82697413435625,64.99350391369012,71.97047735163197,0.0125,0.3498141686632198,251.63763759995345,OPTIMAL
workflow2,Q3,full_milp,8.670560402662744,8.690833816217657,40.28540161549932,64.2352400233717,71.14697913427155,0.0079,0.22168540374892126,271.84528260002844,OPTIMAL
workflow2,Q3,greedy,0.0017,17.065536859350743,40.100998804278866,64.0560461086622,70.91040523277982,0.0071,0.18598827474761565,500.13471219991334,optimal
workflow2,Q3,murakkab_profile,0.0415,8.694862435027066,50.812242947694976,88.82406583662731,99.68555383184587,0.078,4.68072790534446,933.9361590000335,optimal
workflow2,Q3,single_cloud,0.1975,13.831686214628132,51.77272464568167,81.98447280212706,90.26606347482445,0.2011,7.862800981792175,9.189404600067064,optimal
