workflow,quality_level,query_id,budget_factor,best_baseline,baseline_p90_min,sla_sec_old,sla_sec_new,p90_greedy,p90_murakkab_profile,p90_single_cloud
workflow1,Q1,workflow1_Q1_q0000,1.1,greedy,70.87910366410374,1629.7365797476405,77.96701403051412,70.87910366410374,72.7120103676095,78.34443351893174
workflow1,Q1,workflow1_Q1_q0001,1.1,greedy,104.33462551627966,2117.095993044325,114.76808806790763,104.33462551627966,112.39516795260658,122.53808962105818
workflow1,Q1,workflow1_Q1_q0002,1.1,greedy,91.89851427799194,1896.2102295318768,101.08836570579113,91.89851427799194,98.76181569281952,106.80296861966293
workflow1,Q1,workflow1_Q1_q0003,1.1,greedy,68.6142162727232,1468.331146273549,75.47563789999552,68.6142162727232,68.7428398427724,73.56388475121912
workflow1,Q1,workflow1_Q1_q0004,1.1,greedy,110.84453501743675,2074.842193817066,121.92898851918044,110.84453501743675,118.51700339695415,130.23534761698684
workflow1,Q1,workflow1_Q1_q0005,1.1,greedy,79.46680330563476,1577.1589834817812,87.41348363619824,79.46680330563476,80.8336094992704,86.68654796320749
workflow1,Q1,workflow1_Q1_q0006,1.1,greedy,108.51887935028148,2075.3978457480425,119.37076728530964,108.51887935028148,115.28936473921566,124.4784838172109
workflow1,Q1,workflow1_Q1_q0007,1.1,greedy,71.87623085933487,1528.7584400032408,79.06385394526836,71.87623085933487,73.95694837320659,79.96504838273977
workflow1,Q1,workflow1_Q1_q0008,1.1,greedy,93.27024931857706,1816.055767370785,102.59727425043477,93.27024931857706,99.79701386566644,108.84478744561683
workflow1,Q1,workflow1_Q1_q0009,1.1,greedy,75.97140072717116,1625.3829067993645,83.56854079988828,75.97140072717116,77.83728464482441,84.22496628507129
workflow1,Q1,workflow1_Q1_q0010,1.1,greedy,68.49840767918154,1504.977500044496,75.3482484470997,68.49840767918154,69.61929545525307,74.90453507161197
workflow1,Q1,workflow1_Q1_q0011,1.1,greedy,107.10829839620358,2108.1457563014637,117.81912823582395,107.10829839620358,119.32054926431474,129.5524821621341
workflow1,Q1,workflow1_Q1_q0012,1.1,greedy,59.74065439533851,1418.9673703923386,65.71471983487237,59.74065439533851,59.81420328087516,64.7301724430372
workflow1,Q1,workflow1_Q1_q0013,1.1,murakkab_profile,57.05990163756956,1317.6242289584625,62.76589180132652,58.70806831741985,57.05990163756956,60.74905901001283
workflow1,Q1,workflow1_Q1_q0014,1.1,greedy,77.58359738991614,1571.139961406021,85.34195712890775,77.58359738991614,78.4731909953055,83.95502092185859
workflow1,Q1,workflow1_Q1_q0015,1.1,greedy,96.51217044978026,1941.5921995745853,106.1633874947583,96.51217044978026,105.70040539888844,116.23212395247698
workflow1,Q1,workflow1_Q1_q0016,1.1,greedy,109.02958986709307,2030.127563492614,119.93254885380239,109.02958986709307,117.67037175746475,128.63370609464826
workflow1,Q1,workflow1_Q1_q0017,1.1,greedy,122.88342648353954,2218.76096288583,135.1717691318935,122.88342648353954,134.63857665853504,148.21799764734723
workflow1,Q1,workflow1_Q1_q0018,1.1,greedy,70.86561799564208,1526.2129882130089,77.95217979520629,70.86561799564208,72.45466838340967,78.0826477659839
workflow1,Q1,workflow1_Q1_q0019,1.1,greedy,81.17958082601129,1636.2307638154443,89.29753890861242,81.17958082601129,83.80575773931588,90.33271470619363
workflow1,Q1,workflow1_Q1_q0020,1.1,murakkab_profile,58.815407727603386,1368.9057801372117,64.69694850036373,59.41171577067507,58.815407727603386,62.96676344432416
