workflow,quality_level,iteration,active_scenario_count,objective_value,max_violation,num_violated_scenarios,runtime_sec
workflow2,Q1,1,10000,3.40244822122285,17961.64421010267,8427,315.83801262499765
workflow2,Q1,2,12500,inf,0.0,0,172.5341774999979
