workflow,quality_level,iteration,active_scenario_count,objective_value,max_violation,num_violated_scenarios,runtime_sec
workflow1,Q1,1,10,0.7756442157010729,0.0,0,0.0126989589771255
workflow1,Q1,1,10,0.7756442157010729,0.0,0,0.0028664579731412
workflow1,Q1,1,10,0.7709047687567514,0.0,0,0.0182325830101035
workflow1,Q1,1,10,0.774403500522525,0.0,0,0.0141709580202586
workflow1,Q1,1,10,0.7744035915665151,16.88830991564726,18,0.0261646249564364
workflow1,Q1,2,20,0.7744035915665151,7.751248748630333,124,0.0094416249776259
workflow1,Q1,3,30,inf,0.0,0,0.0030811249744147
workflow1,Q1,1,10,0.7744033395577082,9.145639909922252,4,0.0152592919766902
workflow1,Q1,2,14,0.7744035915665151,0.0,0,0.016848791972734
workflow1,Q1,1,10,0.7744040074520241,9.145639909922252,4,0.0151346249622292
workflow1,Q1,2,14,0.7744042084755974,0.0,0,0.0170121669652871
workflow1,Q1,1,50,0.7758985908055808,0.6372547199853784,1,0.0375652080401778
workflow1,Q1,2,51,0.7758985908055808,0.0,0,0.0299348749686032
workflow1,Q1,1,50,0.7758985908055808,0.0,0,0.04002283402951434
