workflow,quality_level,iteration,active_scenario_count,objective_value,max_violation,num_violated_scenarios,runtime_sec
workflow1,Q3,1,1000,20.31599822891494,0.0,0,0.0
workflow1,Q3,2,1000,20.31599822891494,0.0,0,0.0
workflow1,Q3,3,1000,20.31571068199862,0.0,0,0.0
workflow1,Q3,4,1000,20.31571068199862,0.0,0,0.0
workflow1,Q3,5,1000,20.31571068199862,0.0,0,0.0
workflow1,Q3,6,1000,20.31561046856386,0.0,0,0.0
workflow1,Q3,7,1000,20.31561046856386,0.0,0,0.0
workflow1,Q3,8,1000,20.31561046856386,0.0,0,0.0
workflow1,Q3,9,1000,20.31561046856386,0.0,0,0.0
workflow1,Q3,10,1000,20.31561046856386,0.0,0,0.0
workflow1,Q3,11,1000,20.31561046856386,0.0,0,0.0
workflow1,Q3,12,1000,20.31561046856386,0.0,0,0.0
workflow1,Q3,13,1000,20.31561046856386,0.0,0,0.0
workflow1,Q3,14,1000,20.31561046856386,0.0,0,0.0
workflow1,Q3,15,1000,20.31561046856386,0.0,0,0.0
workflow1,Q3,16,1000,20.31561046856386,0.0,0,0.0
