workflow,method,execution_cost,network_cost,storage_cost,total_breakdown_cost,execution_pct,network_pct,storage_pct
workflow1,SkyFlow,7.0459221987561,0.019431104339735446,0.015419307128204456,7.08077261022404,99.50781625980166,0.2744206799082711,0.21776306029006315
workflow1,Greedy,7.0459221987561,0.019431036394406243,0.01540859419207506,7.08076182934258,99.50796776637641,0.27442013815355704,0.21761209547003904
workflow1,Murakkab-style,7.0459221987561,4.683104471649369,0.015247339156436038,11.744274009561904,59.99453174389051,39.875640400049406,0.1298278560600853
workflow2,SkyFlow,40.355746288468346,0.03969910192295729,0.02099754211035706,40.41644293250166,99.84982190507294,0.09822512582133369,0.051952969105728705
workflow2,Greedy,40.355746288468346,0.039795386519262316,0.02097212841246114,40.41651380340007,99.84964681707254,0.0984631844122946,0.051889998515153586
workflow2,Murakkab-style,40.355746288468346,7.107033255527504,0.020820317307627186,47.48359986130348,84.98880962341705,14.967342990604521,0.04384738597840514
